,rest_name,username,review,stars,date,location,repeat,dmv
139,Bin 1301 Wine Bar,/user_details?userid=a7zD2wLkH_LyoCB_jxeZPQ,"Based on the positive reviews I was really shocked by the quality of the wine. I had a glass of Sauvignon Blanc and it was barely drinkable. I've had better wines at most dive bars. The music was also very loud which isn't something I expected at a wine bar, but my 2 star review is based purely on the wine quality.
",2,8/12/2017,"San Francisco, CA",False,False
196,La Jambe,/user_details?userid=oe0t5jdk-WHCYqnkRB_reg,"Asked the owner's husband for a recommendation for a wine blend and he could not have been more condescending. He gushingly made a recomm and the wine was definitely not the best we had. 
Other staff were lovely, but he killed it for us.
",2,8/17/2017,"Washington D.C., DC",True,True
207,La Jambe,/user_details?userid=tTjI_-rNO7L-dtcG81GXVQ,"I usually love La Jambe, their happy hour is excellent. But tonight we ordered the La Surprise large board and it was a joke: 51 dollars for 10 slices of ham and 4 small pieces of cheese is outrageous. After complaining to the manager they only charged us for a medium board, 37 dollars, which was an acceptable solution. But bottom line, La Jambe is way overpricing their food. I really hope they change this otherwise I doubt they'll survive which would be really unfortunate.
",2,8/4/2017,"Washington, DC",True,True
221,La Jambe,/user_details?userid=FPhIG5FSzimVem2oE103Rw,"The wine card was nice but the platters of cheese and ham were a complete ripoff.There was hardly any selection or food on it.We complained to the Manager and hope they will review their exorbitant prices.
",2,8/4/2017,"Washington, DC",True,True
236,La Jambe,/user_details?userid=Tv5qHyvcl1WIJHum1fJISg,"The food is insultingly abysmal and especially for the price. Check out the pictures on Yelp and ask yourself if you would pay $20 for a sad platter of two bites of cheese and a few slices of charcuterie. They claim to have a raclette but was such a disappointment beyond belief. Don't eat anything here, just order wine. The 2nd star is only because the wine prices for a bottle are on par with other DC restaurants and good quality.
",2,2/17/2017,"Washington, DC",True,True
277,Flight Wine Bar,/user_details?userid=YymWWZaElUXTJrVA_5JPqg,"All the food here was subpar.  The squash fritters were way underseasoned & not enough sauce, the dip was also underseasoned, the mushrooms on the mushroom toast weren't the best quality, and the salad dressing was also underseasoned.  But the wine was good!  So I guess at the wine bar, stick with the wine.  Go figure.
",2,4/30/2016,"Washington, DC",True,True
287,Flight Wine Bar,/user_details?userid=3Pv1XiwlnioVtsZRrBHQ5w,"I really, really want to like Flight because it's one of the only wine bars near the Chinatown area, and it definitely has character with its unique decor and environment. It's an incredible wine bar with a great variety of good wine. It's just that the food leaves much to be desired. I would definitely go back here for drinks and appetizers (mostly cheese), but I wouldn't go back for a meal. 

I was there a few weeks ago for dinner, and I ordered the bistro filet. Maybe I should have expected this, but it was served at room-temperature (not hot/warm) and was such a tiny portion that I felt like I needed a second dinner. My two friends ordered the blue cheese gnocchi and both said that it was also sub-par because it was ""a complex dish that wasn't well-executed"". I'd think that with such a limited menu that they'd be able to perfect their dishes, but I think maybe they need to re-think what they're serving and maybe simplify things.
",2,7/6/2016,"Brookland, Washington, DC",True,False
292,Flight Wine Bar,/user_details?userid=7CR6NUdp9MgAp8CwCu-uGQ,"Ehhh, a lot of potential in the DC market for good wine bars. But this place falls short on service, food offerings, wine offerings, ambience. 
They could just be doing a better job. 
Yelp thinks this review is too short, but really, please offer more and different food options, do a better job with service.
",2,7/3/2016,"Chicago, IL",False,False
297,Flight Wine Bar,/user_details?userid=yn03TKn3HhDbOTX9d802mw,"I went to Flight during happy hour with several friends. The selection of wine is good and the place is cute but the bizarre amount of rules means it's unlikely I'll be back.

First, we were told happy hour was only at the bar. This is somewhat common in bars, but on my previous visit happy hour wasn't limited so this wasn't a welcome change. Since Flight is basically one large room, it seems silly to distinguish the ""bar"" from a table 10 feet from the bar. The bar is somewhat horseshoe shaped, so if you're there with several friends it wouldn't be easy to chat while sitting there.

There was some hummus on the happy hour menu we tried to order. We said we realized we couldn't get the happy hour price since we weren't sitting at the bar, but would still like to purchase it. We were told we couldn't even order it, even if we paid a non-happy hour (i.e., higher) price. Being told at a restaurant that we couldn't order something on the menu was the weirdest part of the whole experience. To their credit, when we said this was ridiculous the manager did allow us to order it, but it took some persuasion.

Some of the food was good (I liked the cacio e pepe-different than usual- and a friend liked her charcuterie board) and the wine selection is huge.
",2,4/27/2016,"Arlington, VA",False,True
308,Flight Wine Bar,/user_details?userid=xNgLuYWfOItxauTMJUCzXg,"I only go here when friends invite me so I have no choice in the location. I ordered the Blue Cheese Gnocchi for $20 and got the smallest portion. I thought they gave me the happy hour portion, but no I'd hate to see how small that portion is. I was expecting a creamy cheesy sauce, no the gnocchi came in a brown broth that only had a hint of blue cheese flavor. The mushrooms were few and far between. The dish had a lot of potential with all the flavors, but it was just too boring/plain.
",2,8/12/2016,"Washington, DC",False,True
326,Flight Wine Bar,/user_details?userid=20OpWdNHAsESRlXdUaUJ8Q,"Kitchen totally closed at 10pm on a Saturday nite with not even a cracker or nuts to be had with last call & reaking of bleach from clean-up crew, so much for an aromatic nose. Fair selection of wines left open/available for a flight but will have to try again when it is actually OPEN and not just barely. 
However their sanitizing process is impressive& will definitely return!!
",2,6/25/2016,"Washington, DC",False,True
341,Flight Wine Bar,/user_details?userid=8mZ8cMP19UGnDI6zCDl-9g,"A mediocre place that should have turned great, but...

The best thing about this place: design.  When you walk into a dim setting of a nice tasteful small bar and dining area, you think this will be a perfect exciting date night. 

But then you encounter staff with rudeness and lack of professionalism hard to find elsewhere (this does not apply to the hostess - she was a sweetheart and very helpful!).  We sat at the bar since all tables were taken.  Both bartenders could care less that we are there.  The one we interacted with the most showed that she is interested in spending with us exactly 2 seconds it takes to listen to our order and other 3 seconds to drop our check. 

To my question whether they serve different flights - the name kind of suggests it, no? - she shrugged her shoulders and said there was one flight special on the menu and yes, it is a wine bar. I felt like an idiot. I asked then why did they call it Flight?  She responded - because you can order any combination of 3 wines from the list as a flight.  I am sorry, it is not at all OBVIOUS and doesn't say so on the menu. 

Also, don't expect any recommendations, since they don't seem to know the wines they are selling.  All night I could hear only - yes, that's nice or yep, great choice or try this one, its popular. 

Ugh. I get more love and interaction from reading a newspaper.
",2,2/3/2014,"Washington, DC",False,True
363,Flight Wine Bar,/user_details?userid=z580wZdyD188AHrOsJ3HAQ,"So disappointed in the food. Good wine and charcuterie but do not order the food. I will probably not go back:( makes me sad to say that.
",2,3/12/2016,"Alexandria, VA",False,True
365,Flight Wine Bar,/user_details?userid=dtgHGWfNKgSpwgljYgXakQ,"nice décor. 

not very crowded, which brings down the atmosphere a bit, but it was a Tuesday night.

waitress was OK - not very attentive after the first 2 rounds (out w/girls for bday celebration). we flagged her down a couple of times.

we all enjoyed our wine, but were disappointed we couldn't order happy hour priced wine or food during our visit just because we weren't sitting at the bar. so, that pretty much seals the deal that we won't come back during that time again. $13/glass gets a bit steep. I needed a little food after a few glasses, but didn't want an entire entrée or the quite sizable meat/cheese boards they sell.
",2,2/26/2016,"Arlington, VA",False,True
366,Flight Wine Bar,/user_details?userid=ikEy4wBn4xh_ZQeOjOr7rg,"I live in the neighborhood so I really wanted to like this place and make it a regular stop but there is nothing special about this place.

The lighting isn't inviting for a leisurely evening of flights and small bites. It was a little too fluorescent I think.The hostess seemed bored and so we seated ourselves. The server had 0 recommendations. I asked if there was anything special we should know about this place and he said ""we do flights"". 

We ordered a champagne flight and when he brought the drinks to the table he told us one was ""indigenous to Australia"". I figured if he was offering I would inquire about the other two but he unfortunately did not know and never thought to ask and return with the information. 

At the end of our evening my friend spilled her glass of water. We were never given any napkins so she was scrambling looking around the table for something and I watched our server and the hostess sitting at the hostess stand staring at us watching her struggle. She had to walk over to them and they handed her a rag to clean her table. Then, they didn't return to take the wet rag from us. Shockingly horrible service. I feel bad for this establishment. They need to hire better.
",2,3/1/2014,"Washington, DC",False,True
376,Flight Wine Bar,/user_details?userid=gky2-3s06pWcYk69R5agrQ,"Disclaimer: This is just a review for their happy hour which was pretty terrible. They only have one choice for white wine and one for red wine and the price is $7 for a very small glass of wine. The ambiance is okay, not great lighting but there is a ton of seating and it's a good place to catch up and talk to friends. I didn't try any of the food. The waitress was very nice and all the waitstaff were nice and attentive. It was mainly the prices, the lack of options (food and wine) and the lackluster ambiance. Definitely will never come here again for HH.
",2,7/2/2014,"Arlington, VA",False,True
387,Flight Wine Bar,/user_details?userid=BvupkkwKT2fnsnNdGmTJ9g,"I wanted to LOVE this place because it is hidden, everyone doesn't know about it yet and the ambiance/ architecture of the restaurant screams DC hotspot. Unfortunately, it doesn't live up to the expectation so it gets a 2.5 star review. 

I entered Flight on Friday evening (Valentine's Day) around 5:35 as my boyfriend and I had 5:45 reservations. I walked in, circumnavigated my way around the path of entry and saw a man standing next to podium(which I couldn't see as the entryway acts as a bit of a small maze. As I approach and begin speaking to the man(who I later realize is one of the owners) he wags his finger in my face, says uh-uh, come around and I then see a young lady standing at the actual podium. Rule number one, if you don't want someone to mistake you for a host, then you don't stand at the podium.  The young lady at the podium was super nice and promptly placed me at a nice table to wait for my boyfriend. He arrived pretty quickly after me. Our server came over pretty quickly and gave us menus, but that is where the quick ended. After that, service was like pulling teeth. We even had a server change halfway through, to no avail. 

As for the foodstuffs, we were impressed with their extensive wine list but struggled through the happy hour red that our server could only describe as juicy. It was on the lower end of a so-so wine, which was confusing to me as this is a WINE bar!! The olives were warm and there was a spice we couldn't place crumbled on top. Bread basket was an interesting mix as there was cornbread that was slightly dry, a savory bread which may have been perfect with butter, but the butter was too cold to spread,  and a molasses bread that was the tastiest. Please note we did not even stay for dinner as just the one glass of wine and 3 apps took over an hour to receive. I may go back, but all serving kinks will need to be ironed out.
",2,2/17/2014,"Rockville, MD",False,False
395,Flight Wine Bar,/user_details?userid=cxCxYFmjbHM5qMd2ebtfsw,"I was put off the first time I tried to visit when I was turned away because I didn't have a reservation for happy hour.  A reservation...for happy hour?  I decided to give them a second chance at a first impression, and I was again somewhat disappointed.  Serving wine in a low ball glass isn't avant-garde; it's kitschy.  If they want to use smaller glasses because of the tasting flights, then they should consider ISO glasses which are meant for exactly that. I would have expected more form a place where the owners/managers are supposedly accredited Somms.  For me, visiting a wine bar isn't just about drinking wine.  I expect the full experience of enjoying wine - the smell, the look, the taste. The low lighting makes it impossible to discern almost anything other than the difference between white and red. The choice of (lack of) stem ware gives no impression of aroma.  To their credit, they do offer some wines that you don't usually see, selections from less known regions and varietals.  The flights are arranged in interesting combinations, giving an opportunity for exploring something new or a twist on the familiar.  The one saving grace for Flight is the food.  Much credit goes to the chef for an amazing offering of small and entree plates.  If you want to slam back a few glasses of wine without thought to the full experience of wine appreciation, then this is a perfect place.
",2,2/26/2015,"Washington, DC",False,True
513,Barcelona Wine Bar,/user_details?userid=LpIQHyK2MagafVTOMK2H1A,"This WAS a nice place to hang out and chat. Became HORRIBLY noisy! Loud rock music... Completely inappropriate with this kind of atmosphere !!... You have to literally shout to be heard by your date!!....
Must fix this the soonest!!
",2,6/27/2017,"Washington, DC",False,True
553,Barcelona Wine Bar,/user_details?userid=5MlhzwT_ev_PuaD-2eOP9A,"I usually go there for dinner and it's always good food and good service ... this time wasn't the case , I went for brunch last weekend, I was excited because it was the first time I was doing brunch at one of my favorite spots in DC , but I left disappointed , the two servers that took care of me and my friend were inattentive and looked like there were annoyed every time we asked for something, the food wasn't grate , very basic ... so I don't recommend this place for brunch at all , there are plenty of better places for brunch on 14st.
",2,8/25/2017,"Washington, DC",False,True
561,Barcelona Wine Bar,/user_details?userid=wEvW7KM-X--jjPC6j0-iQw,"Went here on a date with a girl and our waiter was both unprofessional and inappropriate. Hovered over our table and kept interjecting into conversations. Also told us his girlfriend let him have ""cheat days"" when she was on her period and asked us about our sex lives at the table. Worst restaurant experience I've ever had - will never take someone there again. We finally found another waiter and asked them to help us because it was so unbelievably uncomfortable and the comments were homophobic. No manager apologized and no one came to talk to us. Left a review on Open Table regarding this incident as well and received no response. There are so many great spots to eat in DC, this one is NOT WORTH IT.

** UPDATE** A manager contacted me after this review was posted and apologized to me about the incident. The employee mentioned was fired two weeks after this happened for unrelated reasons, but management was upset to hear to what had happened and that they had never been notified. A technical glitch had briefly put Barcelona on Open Table, so they had not seen or had access to the review when it was first posted. I have not been back since that conversation, and still have reservations about going there, but am very appreciative that someone took the time to reach out to me. Hopefully other people have a better experience.
",2,8/19/2017,"Washington, DC",False,True
580,Barcelona Wine Bar,/user_details?userid=vmN0hSsCEH7bgtf8pjFQ-A,"Brunch Only Review. I was pretty hype on the outdoor area!! Heat lamps / fireplace and sporadically placed blankets!? Brilliance. My date and I literally picked this place as we walked by and saw the cute atmosphere!

Sadly I was unimpressed by the service and my meal.  Our server said he had a long night of drinking so it made sense that he neglected to remember 2 of our ordered items, never checked on us and brought out a wrong dish.  His night must have been fun though! Another server helped us with the remainder of our meal because he literally stopped coming over and we had to flag the hostess down for drink refills.

The food : Overall the meal was subpar.  The menu to me, was pretty limited.  I loved the Potatas bravas but the Brussel Sprouts were mediocre, lacking any flavor really.  My date enjoyed the hummus.  The potato tortilla, no thank you and the chickpeas with spinach  thing? No dice.  Needless to say, brunch at Barcelona, no Bueno. 

Those blankets though! 2 stars just for the warmth on a chilly day!
",2,1/5/2016,"Wilmington, DE",False,False
598,Barcelona Wine Bar,/user_details?userid=A4HjuMo-QgWxsCxXiV5i0A,"We did not have the best experience here and I'm hoping it was because it was crowded.  Walked in and sat at the bar immediately but the service was not what I expected from a restaurant of that caliber.  Drinks were disappointing and the fact that they requested a credit card from just my group and no other groups at the bar when taking our drink order made the rest of the visit tainted.  Some of the food was good but I was not impressed with the vegetarian option.  Ordered eggplant but got mostly onion and tomatoes in a sauce.  Won't be going back on any future visits to DC.
",2,6/12/2017,"Midtown, Memphis, TN",True,False
599,Barcelona Wine Bar,/user_details?userid=zxSdS9Hkl1kjWz1LidM1Jg,"Ok. I don't care if your drinks are original or your tapes is incredible. Don't give me a reservation at 8:45 & I'm still not eating at 9:46. We had to go to the maître d' 3 times and ask when we'd be seated. Here's the deal. You're not more important or cooler cause you made me wait. I'm not in Europe. The reason I made my reservations at 8:45 is because I had other plans. Also we had to ask for silverware. Over it.
",2,5/20/2017,"Falls Church, VA",False,True
611,Barcelona Wine Bar,/user_details?userid=HNq2ljF1K4LgNCPOFAVs2Q,"Why bother with reservations when they will still make you wait over an hour? They do bring along some gratis food and beverage- if you don't get bumped and spill on yourself because you are made to stand in a busy hallway. It rained outside so the folks on the patio scurried in- making the floor wet and more hazardous. The bonus was that when we finally got a table it was trapped in an area where servers could not get to us and it was still wet as they hauled it in from outside! My pants got soaked and at one point I considered scavenging for water under the table as mine had not been refilled in so long! Our food was prompt once we ordered- but the kitchen staff literally had to pass the food over my husband's head to get us to our table- not very nice. I have food allergies and Informed the waiter- but no guidance on foods to avoid was provided and I was served something that triggered a reaction. The crowd was full of single women celebrating birthdays and bachorlette parties. My husband and I were celebrating our anniversary but had to yell over the music and screaming girls. My husband lived in Spain for a while and we cook tapas at home and have eaten then out in numerous cities. The food here was well priced- but not innovative or exceptional. Overall this was a very disappointing night out. I would advise people searching for a romantic night out with exciting Spanish food to head elsewhere.
",2,8/13/2017,"Raleigh, NC",False,False
614,Barcelona Wine Bar,/user_details?userid=BCBFgj72qClMs0S_RQxTSw,"So I ordered a mojito, talk about sweet!?!  I think I have diabetes after taking a sip.  How much sugar is in this recipe!?! You know that film that you get in the back of your throat with overly sweet drinks!?! That's what I had a quarter of a way through it. No bueno.
",2,8/27/2017,"Northeast Washington, Washington, DC",False,False
632,Barcelona Wine Bar,/user_details?userid=S57wgTf11vYewrLnGRN7XQ,"As a owner of two restaurants, I feel that  I know a little bit of hospitality and customer service. Yesterday I chose Barcelona  to celebrate a very special occasion with my family, the overall experience was subpar of what I expected. Being a family of Hispanic culture, we felt discriminated and I will explain in further detail below:

1) we ordered multiple tapas about 8-9 and most were delivered to the table next to us. The guests next to us were of Caucasian descent. Maybe the food runner assumed that they had ordered those tapas and not us? Our server explained that there was a table number mix up going in the kitchen 

2) By the time we received our pitcher of sangria we had not received our basket of bread, while the table next to us received their basket of bread immediately when they sat down before they had ordered anything. 

Finally, the only reason I gave it two stars and not one was because our server of Brazilian descent was pretty awesome and so relaxed! 

P.S. we did not appreciate having 4 tapas discounted from our check, even when I insisted it wasn't necessary. I don't want an apology, just keep an open mind about your guest away from a biased opinion, Barcelona management! I was more than willing to spend a hefty amount, but this place let me down.
",2,11/24/2016,"Brentwood, MD",False,False
645,Barcelona Wine Bar,/user_details?userid=XZEVpGrTYYvdKy23uixdkg,"Extremely Overrated! Only thing it has going for it is the place looks nice. When did restaurants put more passion in to how the place looks, instead of providing quality service and most of all quality food? The service was par and the food tasted like it was frozen. I gave it two stars because when we sat down I was in the mindset I was in for a treat, but after the food arrived I realized this place had an idea, but that idea did not hit the mark! Although the decor and atmosphere had flavor, the food did not! Sadly this place will thrive due to its location, where a city of people will flock to a place that looks high end, dismissing the fact it doesn't offer a high end product!
",2,3/9/2017,"Virginia Beach, VA",False,False
669,Barcelona Wine Bar,/user_details?userid=Y2-sCMqleWZoi09V5oDydw,"The menu continues to bore me here.  Maybe I'm tired of the small plate thing, but the flavors are very one dimensional.  It may be more interesting to sit at the bar, but service and menu selection is mediocre.  It's interesting once or twice, but not somewhere I would make a habit of...or bring guests.  I don't get the attraction.
The bathrooms are cool tho, and the weekend bloody mary bar rocks.
",2,2/24/2015,"Palm Springs, CA",False,False
706,Barcelona Wine Bar,/user_details?userid=ZjLgPlHP3QFTxBUOQI6vGw,"My bestie's bf planned a surprise birthday dinner for her here at Barcelona after multiple recommendations from close friends. 

Great Service - Although with half the group arrived late, the host managed to hold our reservation despite quoted 2 hrs wait. Service was on point  - constant refill on bread and water, dishes were served in a steady stream, clean plates were swapped through multiple courses. In addition, I brought in an outside birthday cake and the host offered to store it for us in the fridge right upon my entering and to present it at the end of the dinner with no cutting fee! 

Not So Great Food - Our waitress recommended $35 pp (12-16 dishes) to be shared among our large group. What we thought was a great deal turned out to be a total rip off. We received 12 different dishes that came in 2 servings each. After calculation, we noticed that we would had been better off ordering straight from the menu - total saving of more than $100 (we were given approximately 5 ppl worth of food). In addition, the food was just overall mediocre. The only above average dishes were the ham + chicken croquettes and truffle bikini. The worst dishes were chickpea spinach (mushy and bland) and hanger steaks (tough and stone cold).  We also ordered two persons game paella to share where all of us found it to be inedible - way too much salt and drenched in olive oil.

The Worst Tummy ache - my husband and I returned home that night with signs and symptoms of food poisoning. Later we learned that majority of the group also got sick later that night.  

Yes the service was great and ambiance was beautiful + perfect for large group. But there are way too many tapas restaurants in the area with much better price, tastier food, and no tummy-troublesome aftermath.
",2,10/8/2014,"Downtown, Los Angeles, CA",False,False
726,Barcelona Wine Bar,/user_details?userid=4-_LQvY0vNu24jZOfSbqMQ,"So, I called on a Monday to make a reservation. When I told the gentleman the day and time, he asked the party number. I answered two, and he said ""Just come in and we'll make sure you get seated."" This was misleading as I thought perhaps they only accept reservations for larger groups. 

I arrived Friday and was told there would be a 2+ HOUR WAIT! Why not tell me that when I called. Why not say they were all booked up. 

Bad Service
",2,3/18/2016,"Washington, DC",False,True
727,Barcelona Wine Bar,/user_details?userid=1mcspXwi0cnbu0_4VJf2Uw,"The food wasn't that good.  Very bland.  Came with 19 people and literally ordered 80% of the menu. Just didn't hit the mark.
",2,12/3/2016,"Washington, DC",False,True
730,Barcelona Wine Bar,/user_details?userid=SSHj2BO2RICsXNUQUCyxVw,"Don't bother to make a reservation. We made one two weeks in advance for a birthday dinner. After 45 min of waiting in a packed bar area (getting bumped every two seconds by wait staff because you are in the way), we just decided to leave after finishing our drinks. The two stars are because the drinks were very good (wine and mixed), however the customer service was terrible. It was not until our party stated that we were locals to the area that the hostess even gave us the time of day (despite our confirmed reservation in the AM). They need to get their act together.
",2,2/11/2017,"Northeast Washington, Washington, DC",False,False
781,Barcelona Wine Bar,/user_details?userid=O7-f16cw65UNTu2EteFm9w,"I made a reservation for 4 about a 1 1/2 week prior to the date (4/29) because I knew how busy this place can be on a Saturday night. When I called I asked if there was anyway I could pre-pay for a bottle of sparkling wine (2008 Gramona) to be on the table when we arrived so we could toast my friends recent graduation from nursing school. I was told that they couldn't take a CC payment over the phone (probably for security reasons which in today's world I totally get) but he would make a note of it in the reservation for it to be on the table. Perfect! 
Called two days ahead of time to just confirm the reservation and to make sure that bottle would be on the table ready to go as soon as the honoree got there. I was told it would be ""chilled and all ready to go"". Hooray, can't wait! 
Saturday the 4/29 comes, we arrive right on time and we are sat but no sparking in sight. No worries though, we are still waiting on 2 more and it's busy so it's cool. We mention it the to server if we could get that bottle now just so the two of us can have a little. He says sure but a different server comes with beer glasses and sparkling WATER. Eh just a communication error no big deal. 
My other guests arrive and the bottle is opened a little after they are seated. Not as I had hoped but it's a celebratory night so I pay no mind. 
We get around 10 plates in total, the potato tortilla and the mushroom risotto were hits, everything else was good but not amazing. No one asked us how the food was. Just one check back to see if we wanted another bottle or some cocktails. Maybe they thought someone had already checked in on us or saw we were chatting a lot and didn't want to interrupt. Fair enough. 
After having our plates and glasses sit empty for about 15 minutes we were finally cleared. It's a Saturday night though they are busy so I'm not upset. 
Here's when I got really annoyed. Without any offer of dessert or wanting if we want more we are dropped our check. We all say in unison ""uh.... we kinda wanted to see a dessert list."" to the response of a curt ""sure"".  We browse the dessert list for about a minute until we are abruptly asked ""do you know what you guys want?"" kind of taken aback we ask about the sorbets, server seemed annoyed and said he'd have to check. After returning we decide on the sorbet. 
I ask the server to make sure the bottle of sparkling is on a separate tab than the rest of the bill since I originally wanted to take care of the separately. He must have been unclear since he proceeds to bring another bottle of the same sparkling to the table to open it. We stop him before trying to explain it again. He still seems confused since he asks ""you just want a single glass?"". Finally I explain it again and he says he will explain it to the other server who started us (who we really liked!). The original server seemed to understand it. 
All in all I was very disappointed. It was one bad step after another. I tried to be patient since it was a busy night. But every restaurant in the city is busy on a Saturday night so one can only leave so satisfied knowing there are hundreds of other restaurants within a 5 mile radius and 30 within 3 blocks! This was supposed to be a really special night for my friend but I wish we went elsewhere. I tried to be understanding all night but I left feeling agitated and severely uncared for. There is a huge difference between service and hospitality. At a reach, this could be considered bare bones service, hospitality was not even in the ballpark.
",2,5/3/2017,"Washington, DC",False,True
