,rest_name,username,review,stars,date,location,repeat,dmv
41,La Jambe,/user_details?userid=5g7mVSIVeJW3RLCB-A0a8Q,"Finally, the much anticipated La Jambe is open, and it's certainly all it was cracked up to be, and more! La Jambe is a French wine bar that just opened up in Shaw. The owner, who is French, has clearly carefully curated a wine, charcuterie, and cheese menu that is absolutely to die for. Upon walking in, you'll be invited by the friendly staff, and be immediately stuck by the great atmosphere. The whole place is warm and inviting, but also spacious. The wine list is fantastic, and you absolutely cannot go wrong with any of the boards. Definitely get the rillettes! As if this place wasn't already great, they have a killer happy hour with $5 wines. I can't wait to go back!
",5,7/8/2016,"Washington, DC",False,True
42,La Jambe,/user_details?userid=T5cRFHwXwv1chLR8CTJJSw,"I've been using Yelp since at least 2009, but I've never really felt compelled enough to leave a review. Until now, that is; I love La Jambe so much that I really had to.

The space is bright, airy but cozy, beautifully and whimsically decorated, and has a nice outdoor seating area--which is so rare in DC for some reason. The selection of charcuterie, cheeses, wine, and liquor is French-themed, not easy to come by (Comte, anyone?), and just fantastic all around. The cocktails are simply amazing--maybe because they make some of their own bitters among other things. The power-couple owners, Ana and David, are extremely knowledgeable and super nice, and the entirety of their staff is top notch and provide great service.

So next time you find yourself longing for a good aperitif, digestif, or something in between, do yourself a favor and pay this place a visit. You might very well find me there--for better or worse--enjoying a sip of Armagnac or Calvados for a night cap.
",5,9/16/2016,"Washington, DC",False,True
43,La Jambe,/user_details?userid=5SyuanhDQSfcyFJNqLmgmA,"I'm a big supporter of neighborhood spots and La Jambe is an amazing addition to Shaw. Ana and Dave are incredibly friendly, they serve FANTASTIC cheese and have an approachable wine selection. I love having a place where I can sit and hang and crack jokes. It is exactly what this neighborhood needed. Colin behind the bar is what you hope for/need: super nice, gives great advice and is just a pleasure to be around. Let's not forget about the lovely Ana who provides some legit knowledge about the concept and makes you feel right at home.
Sincerely love this spot.
",5,7/26/2016,"Washington, DC",False,True
44,La Jambe,/user_details?userid=CZcPYNG6JeaFB48XD07tUw,"I hosted a birthday party here, renting the half bar and tasting room, and the folks at La Jambe handled every detail perfectly, from the flow of wine (and talk about excellent wines!) to the ushering out of hearty cheese plates, delicate meat selections, deliciously grilled mini sandwiches, and even a surprise dessert. La Jambe is refined and tasteful without being pretentious or unapproachable, neither a ""bar bar"" nor a frilly spot where you're afraid to touch anything, but a space somewhere perfectly in between: upscale but very hip and welcoming. My friends loved it, and I loved it. The staff was well informed, accommodating, gracious, speedy, and professional. Highly recommended for parties or an intimate date. Brava!
",5,2/28/2017,"Denver, CO",False,False
46,La Jambe,/user_details?userid=gehIJPYquhQqDQG4NG3AeQ,"i had heard that La Jambe had opened right by my apartment and popped in last night after i got off work and it was probably one of the best decisions i've made this month.  So happy this place opened in my neighborhood!  I wrestled with writing a review because i don't want it to get too popular - but the service, wine, atmosphere and food definitely deserve a five star review.  The sandwich had some sort of ""salami"" esque meat on it from Lyon, France (rosette? as the awesome bartender, Colin, explained to me) and it was so good that i spent a good 10 minutes explaining it to my friends this morning.  Atmosphere - trendy old school French Bistro with a staff that clearly is excited about what they serve. Wine list was clearly very thought out with several different varietals, by the glass and bottle. This is a new neighborhood gem.  Can't wait to become a regular
",5,6/29/2016,"Washington, DC",False,True
47,La Jambe,/user_details?userid=Tv5qHyvcl1WIJHum1fJISg,"Cute place with some affordable food options and decent bottle prices.

We went Sunday night during Labor Day weekend so it wasn't packed, and we basically had an entire room to ourselves.
",5,9/11/2016,"Arlington, VA",False,True
49,La Jambe,/user_details?userid=MvbMTcPdyiWF6ocWzQNskQ,"A friend and I tried out La Jambe's brunch today and it was amazing! It was a calm atmosphere that felt authentically French -- but not pretentious. It still feels like a hidden jem since the place wasn't too crowded.

We started with the french press coffee and a glass of fresh squeezed OJ. Then, we quickly moved onto a basket of mini croissants and french breads. The butter, jam, and nutella accompanying it were equally as delicious as the pastries inside. 

Between the two of us, we then split the salmon rillettes, a goat cheese and candied walnut crepe, and finished it off with a nutella and banana crepe. Each were fantastic in their own right.

Overall, we loved it. Can't wait to go back and try their dinner!
",5,11/13/2016,"Washington, DC",False,True
51,La Jambe,/user_details?userid=bjAJ8yiNH2MJbqL_JKI-aw,"Stopped by for the opening and all I can say is that I will be coming back. The charcuterie and cheese selection is excellent to go along with some delicious sandwiches. The wine list is superb as were the cocktails I tried.   This place is a great addition to the neighborhood.
",5,6/24/2016,"Dupont Circle, Washington, DC",False,False
52,La Jambe,/user_details?userid=z0vEe7gDA_Bpyqif3euUGQ,"I have been several times and I adore everything about La Jambe -- the atmosphere, the service, the drinks, and the food. 

I returned there most recently last night (a Saturday night) with a small group of family and friends with varying tastes, and all were overwhelmingly pleased with this Shaw neighborhood gem. My husband and I opted for a few of their cocktails, which change seasonally and all feature French spirits.  Others in our group enjoyed glasses of French wine.   We also ordered cheese and charcuterie board and a few other dishes off of their food menu.  Everything was delicious -- I HIGHLY recommend the Walnut Pesto Toast, which is otherworldly good.  

This Parisian escape in DC is a must-try.
",5,10/30/2016,"Washington, DC",False,True
53,La Jambe,/user_details?userid=1GXIlVFpbFZLoW46C1QXFw,"Service was great and funny. Wine was tasty, atmosphere was beautiful, happy hour prices were good, and the walnut pesto toast was genuinely delicious. Highly recommend.
",5,8/19/2016,"Washington, DC",False,True
54,La Jambe,/user_details?userid=ELNIXHdfek8jLLTprEHbFQ,"Fun spot with a lot of outdoor seating. Happy hour goes til 8- even on the weekends! Staff is always friendly and the bar food never disappoints!
",5,8/12/2016,"Washington, DC",False,True
55,La Jambe,/user_details?userid=mcXnPsoGG8aNARThLCynVQ,"Back to La Jambe after a 6 week hiatus.  Still a lovely spot.  Great value, genuine and enthusiastic staff.  Bread and boards are my favorites anywhere.  Bartenders are knowledgeable and friendly. Bathrooms are nicely maintained.
",5,1/23/2017,"Charleston, SC",False,False
56,La Jambe,/user_details?userid=sjt-jds8cKs_L6m9lfhwUg,"Absolutely love this new wine bar in the heart of Shaw. Authentic French menu with hometown flair - ownership is a French and American couple that compliments the experience. Great wine and cheese selections...definitely will return - exceeded expectations
",5,9/3/2016,"Arlington, VA",False,True
57,La Jambe,/user_details?userid=2bkNZBSnkOsvgiRxjLzVxA,"Really great new spot! Even though it's a wine bar, the cocktails are incredible (tried their Negroni and Manhattan - both very interesting takes on the classics). The cheese and charcuterie are great, and the the service is amazing. Really nice - was worried it might be a little pretentious, but absolutely is not.
",5,6/26/2016,"Washington, DC",False,True
58,La Jambe,/user_details?userid=Jr65_ucF4icYKX4e_wB9kQ,"Absolutely fantastic neighborhood wine and cocktail bar in Shaw. The whiskey and rum selection is unique (whiskeys and rums aged in various regions of France, and even a few French whiskeys), their house cocktails are fun, great selection of French wines, and a nice charcuterie, cheese, and sandwich menu. 

We went on a Saturday evening after dinner and ended up spending four hours hanging out at the bar. Relaxing and chill vibe (big difference from Dacha next door), cool bartenders (played chess on the bar with one of them), and the owners are welcoming, knowledgeable, and engaging. 

All around, an excellent neighborhood wine bar for drinks anytime they're open and a great place to hang out with friends if you'd like to have a conversation.
",5,8/18/2016,"Washington, DC",False,True
59,La Jambe,/user_details?userid=UKul6LMACZJoR47ltJELtQ,"Checked out this spot on its opening night and was very impressed.  Tried two boards of cheese and meets, both were fresh and delicious.  I would also recommend trying the cocktails, the Ti Punch was spot on!!
",5,6/24/2016,"Washington, DC",False,True
60,La Jambe,/user_details?userid=EzRpU7tLAzS_FVg_OOSB1g,"I don't often write reviews, but when I do it's for a place like La Jambe that is newly opened and deserves extra attention. We stopped by for happy hour on Friday with friends and were able to sit in the tasting room. Our group ordered a number of charcuterie and sandwich plates which were as delicious and they were beautiful. We were all wine novices, and the owner was incredibly helpful with recommendations. Everything about this place feels really well curated, but in an effortless, easy-going manner. Highly recommend.
",5,7/11/2016,"Manhattan, NY",False,False
63,La Jambe,/user_details?userid=OZXQUkWSVkkiOH1KJynbog,"We (my husband and I)  loved La Jambe! As a French person living in DC, I miss the charcuterie and cheese from home, and... they were there! As well as excellent bread and of course wine. The place is lovely, the decoration is very well done and we're really excited that an authentic French wine bar has opened in the area. We'll be back and we definitely recommend checking it out.
",5,6/29/2016,"Washington, DC",False,True
64,La Jambe,/user_details?userid=qGAUJP_7PAldgmwB0v7yqA,"Place is the best. Come here. Great service and great people. Wildly informed. From the pink flamingo turned into the horse scavenger hunt!!! It was right there on Florida by howard theatre! Thank you!
",5,9/17/2016,"Rockville, MD",False,False
66,La Jambe,/user_details?userid=pQ44Gl_SqG0K_R16qFerlw,"La Jambe is perfect for our date nights! Come before dinner to get your night started right.....or after dinner for the perfect night cap! With great wines, fantastic cheeses and delicious charcuteries, it's like going to France but without buying a plane ticket! If we didn't have a toddler, we'd totally try HH here too!
",5,7/7/2016,"Washington, DC",False,True
67,La Jambe,/user_details?userid=2jWT8xu7QYAD7_bylnHGfw,"What a delight! La Jambe brings authentic French wine, cheese and charcuterie to the District. The space is beautiful, the staff warm and welcoming and the food and drink DIVINE! The wine list is robust and accessible, with helpful and accurate descriptions and price points to suit every budget. The meat and cheese are full of flavor and paired with delicious, unique and thoughtful complements like honey, preserves, sweet peppers and balsamic onions. And unlike many a cheese plate, they come with ample bread. This spot is great for Happy Hour, date night, night cap, even dinner (if eating cheese, meat and bread for dinner is your thing, which it is definitely my thing!). And the French/American owners are lovely! They are with you every step of the way, from welcoming to choosing drink and food, talking through pairings and generally making you feel a welcome guest.
",5,7/11/2016,"Washington, DC",False,True
68,La Jambe,/user_details?userid=-9YZc25iHMluMxf949822Q,"This place is a delight. Wonderful charcuterie & cheese boards. Amazing and unique wine list and a lovely knowledgeable staff. Will be working on attaining regular status.
",5,6/30/2016,"Washington, DC",True,True
69,ENO Wine Bar,/user_details?userid=Lpg_1zYBCqt94QriQ1txPA,"My GOD I love this place. Bar staff is very/extremely knowledgeable on the wines they serve. I'd recommend for a quick bite as opposed to dinner though. The dishes are small, but perfect if you're just looking for a charcuterie board or an appetizer. They have vintages you can't get anymore from the vineyards they carry, so you can't go wrong!
",5,2/19/2016,"Washington, DC",False,True
71,ENO Wine Bar,/user_details?userid=ehAQC1qpvnckfJ_XwVtoRg,"As a recent 'departed one' from the restaurant industry - I have been hesitant to go out because of how much I'd miss it. My experience at ENO reminded me exactly why I started in restaurants to begin with. The bartender, Lauren, embodies the definition of hospitality... 100%. Though close to the end of the night, she kept a smile on her face (even though I learned she travels quite a way to get into DC). I am impressed with the service from start to finish. The barolo by the glass and their eno tour (if I'm remembering the name correctly) was a perfect pair. I will definitely be returning and I hope that everyone gets a chance to meet Lauren, she was truly a delight!
",5,9/27/2015,"Newtown, PA",False,False
72,ENO Wine Bar,/user_details?userid=01bAJsjjxW_R8fNGnIvy7A,"Loved loved loved this place! Visited alone and was treated to impeccable service by the Parisian bartender who is extremely knowledgeable about wine, cheese, and charcuterie. The Chardonnay, Pinot Noir, and Syrah wine flight were perfect...the ENO experience with 3 cheeses and 3 meats chosen by the bartender along with spicy mustard and fois gras perfectly complemented the wine.  Ended the meal with a gorgeous dark chocolate also chosen by the bartender.  Do NOT miss this place and sit at the bar if you can!
",5,6/18/2016,"Cumming, GA",False,False
73,ENO Wine Bar,/user_details?userid=OTSxk2yBohSNB0TO6HJJ1Q,"Came here for the first time on a Date. Easy to get a table, super friendly and welcoming staff found us a great table. Our sommelier Kirsten was incredible! Highly knowledgable on wine, very professional and charming. She really brought great energy and mood to the table every time she served us. The wine itself was all excellent as was the food. Very fairly price given the quality of wine, food, staff and environment. Excellent spot for a date. Will definitely return!
",5,12/20/2015,"Manhattan, NY",False,False
82,ENO Wine Bar,/user_details?userid=OnPNzPSjxUlEiYYgKWsT4A,"Best kept secret in Georgetown DC, this wine bar is definitely on track!

The sommeliers are quirky, wine geeks of course but here, they are very friendly, approachable, knowledgeable and above all welcoming. Best and largest tasting cheese selection ever! The chocolates are custom made, for this place. We indulged in delicious gourmet chocolates to finish, the atmosphere is fun and relaxed, no rush and no reservations needed. Chill!  The music is upbeat; the couch chairs upstairs made us want to spend the night. It can get very busy and fill up very quickly but you can wine and snack or dine within an hour and can get lively and fun! The service here, you dictate your own pace fast or slow. They make you feel at home.  We will definitely be back. Great experience overall all very social !
I can't think of any drawbacks to the place, it's not going to be a secret for long. We love it !
",5,4/9/2014,"Richmond, VA",False,False
84,ENO Wine Bar,/user_details?userid=xJvl9Jzw2LcSoOWZ84pJZQ,"I am trying to very hard to think of a complaint about this place, but it's not coming. It is so chic inside, with the huge chandelier and exposed brick and soft ligthing. I was the first out of my group of four to arrive and was instantly greeted by the server downstairs. When the rest of the group arrived, they didn't love the table I had picked out due to its proximity to the door (cold!) so we moved upstairs with zero hassle. The service continued to be great throughout our visit (which was quite long, honestly). We never felt hurried or rushed!
The wine was delicious, as was the champagne. We did a travel zoo deal that included a wine flight and some snacks- all were delicious. Just wish we could have gotten more cheese, which is no fault of the restaurant, I just love cheese. All in all, with the atmosphere, outstanding service, amazing wine and snacks, this place definitely deserves a 5-star rating!
",5,3/4/2014,"Charlottesville, VA",False,False
85,ENO Wine Bar,/user_details?userid=fwKnclGvSZJz4oWh_n0z5A,"I was at Eno couple of times! Loved it! Great for dates, for girls night out with couple glasses of wine! Service is excellent! Food is  delicious! Charcuterie plate, cheese and margarita flatbread are my favorite.... And chocolate!!! Nice place to go for wine, appetizers and excellent service! Will go back as soon as I can:) Thank you guys!!!
",5,2/27/2015,"Washington, DC",False,True
86,ENO Wine Bar,/user_details?userid=94lNBWzi75hKlCsghRu59w,"Terrific experience.  The staff (Tom) is super professional and extremely knowledgeable!  Exotic selections of wine from around the world.  Last night we tried a delicious pinot from Germany.  The Frog's Leap cab was spectacular.  The chef created a charcuterie plate that was out of this world.  The leek, apple, & prosciutto flatbread is a ""must have!""  Russell the Wine Director turned us on to a stupendous 1996 Madeira that paired perfectly with the artisanal chocolates.  Unconditionally recommended.
",5,3/18/2016,"Washington D.C., DC",False,True
87,ENO Wine Bar,/user_details?userid=aohiB7GCBsMeStPR3wgvqQ,"We keep coming back because this is one of the best wine lists in DC and definitely the best wine staff. We've never had anything other than really great service here. Their list is extensive and I definitely recommend asking your server for their favorites and suggestions. They get lots of small batch and unique wines you won't find anywhere else in town and there is always something new on the list. If you love wine or just want to learn more about it this is definitely a stop you need to make.
",5,3/26/2016,"Ashburn, VA",False,False
88,ENO Wine Bar,/user_details?userid=UrkD6iinGp26KvsWi8c7pQ,"Lovely place to hang out either pre or post dinner. They have a wonderful wine selection. I love their wine flight. With some cheese and wine, it could be a little pricey but it certainly makes a wonderful evening.
",5,6/24/2015,"Cambridge, MA",False,False
90,ENO Wine Bar,/user_details?userid=r4GB3kPC30MiC7dmwfcVGQ,"This place is hands down one of the best wine bars I have ever been to in DC and I highly recommend everyone check it out! From the decor, to the wine selection, and the gracious staff this place cannot go ignored! Do yourself a favor and head on over!
",5,8/16/2015,"Chevy Chase, Washington, DC",False,False
92,ENO Wine Bar,/user_details?userid=Tw-Le6KKilJeer7yt6q2Kg,"Fun! Cool atmosphere. Great wine. Delicious food. This place has a hip Georgetown vibe and convenient location next to Four Seasons hotel. They have a variety of wine tasting flights for varied tastes and excellent wine choices in each. You can pair the flights with some bread, cheese and meat plates which adds to the experience. We went just for a few wine tastings and ended up staying most of the evening. If you do want to eat a real dinner though, the options are yummy but limited.
",5,6/7/2015,"Ashburn, VA",False,False
99,ENO Wine Bar,/user_details?userid=Z764zTmeIEqF-ef3ylkSjQ,"The service, food, drinks and ambience was great. I loved the trio of chocolates they served. They were some of the best chocolates I have had -- better than the Belgian chocolates that my friends bring me.
I would recommend this classy but unpretentious place to everyone.
",5,10/11/2014,"Washington, DC",False,True
101,ENO Wine Bar,/user_details?userid=U9u_PfQm-ovEwYRwNX16BA,"Brand new to DC and absolutely loved this place - our waiter Karl gave us tons of attention and dealt patiently with all our questions. The bruschetta flight was also delish! Highly recommended!
",5,5/25/2014,"Mountain View, CA",False,False
107,ENO Wine Bar,/user_details?userid=NPxL5A_BxUi86JAJQGSTUQ,"Spent a delightful evening here on a gorgeous spring day. We enjoyed the outdoor seating, delicious food, and very nice wine. The bruschetta flight was so tasty we had to order a second. The charcuterie plate was also very good. We shared two flights of chocolates for dessert and enjoyed every one of them. If you are looking for good wine and a light meal with welcoming and attentive service, this is your place. A great choice for a cozy meal with friends or a dinner date!
",5,5/7/2015,"Takoma Park, MD",False,False
110,ENO Wine Bar,/user_details?userid=Kymx9tnVAWXztaoGocSQOQ,"Excellent new wine bar in Georgetown. Wife and I ducked in for a bottle of wine and a nibble after a movie the other night and scored a great pair of comfy seats and a table looking out over M Street. Eno is next-door to the Four Seasons Hotel at the intersection of Pennsylvania an M Street, so it is on the quieter side of town, with fewer tourists and students. The wine selection was excellent, and we settled on a nice $80 Rioja. Prices were reasonable and the service was great. We split a yummy grilled cheese sandwich and a charcuterie plate that really hit the spot. We enjoyed the cozy atmosphere and people watching so much we decided to have another bottle - this time a less expensive Tempranillo. We live just around the corner, so we will definitely be back. Eno is a great addition to the neighborhood so I plan to recommend this place to lots of others!
",5,11/30/2013,"Washington, DC",False,True
114,ENO Wine Bar,/user_details?userid=TXOj1RJVTGfHOrPsDXWFRw,"Sat at the bar with the intention of only having a drink. One wine flight turned into 3 hours of more wine flights, a cheese/charcuterie plate, delicious grilled cheese, and chocolate fondue. Fabienne is knowledgable and will take good care of you!
",5,3/1/2015,"Denver, CO",False,False
115,ENO Wine Bar,/user_details?userid=Za-pSsTj7qDeNmH1WLoynQ,"Great addition to Georgetown--finally!! Wonderful service and nicely designed place. I am sort of a wine snob and was happy to see they served wine from some very small vineyards. Haven't tried the food but the wine was well worth it!
",5,11/19/2013,"Washington, DC",False,True
122,ENO Wine Bar,/user_details?userid=A744--TCJ_ttuwqe3kgNBg,"Great new wine bar in Georgetown. Love the atmosphere. The berry chocolates are to die for. We'll be back for sure.
",5,12/10/2013,"Washington, DC",False,True
127,ENO Wine Bar,/user_details?userid=UrkD6iinGp26KvsWi8c7pQ,"Honestly one of the best places I've been to in DC. Very classy but comfortable setting with attentive and knowledgable staff. I recommend the prosciutto sampler as well as the chocolate sampler with the lavender and toffee flavors. Tried the acid trip white wine sampler and it was great. I will be back to try other items and am so glad there's a place I can easily walk to and have a great dining and wine experience.
",5,11/18/2013,"Alameda, CA",True,False
