,rest_name,username,review,stars,date,location,repeat,dmv
24,La Jambe,/user_details?userid=5AygLuINaQiH4WvtOdA61g,"I have to be honest and say I have never liked wine bars, but this place changed my mind. It has a lovely European atmosphere and decor with a large round bar. Besides the great wines by the glass they also have interesting cocktails such as the one I had with gin, chartreuse garnished with basil and a cherry. Really friendly service. The inly weakness is the food menu is not extensive and mostly just cheeses and meats. It is in a bit of an out of the way location not as crazy as the heart of 14th Street. I recommend it a lot for something different.
",4,3/5/2017,"Washington, DC",False,True
26,La Jambe,/user_details?userid=9QCyH8J2KLKIzlMejJHbLg,"I liked the Parisian theme, small cozy space, and selection of good French wines.  It's really cute and brings something different to the neighborhood.  The bartenders were knowledgable and helpful with selecting wines and cheese.  Their menu is pricey, justified in part by the fact that they offer a unique selection of French products that are rare in DC.  Happy hour is a great deal with very good wine offered at $5-$6.  The only complaint I have is that their cheese boards are offered as a set grouping, and no modifications to the board can be made.  There were two options to choose from (each with three cheeses and some accompaniments), but they cannot make any substitutions if there happens to be a cheese or item you don't want, and you cannot order anything a la carte.  They had some pretty good gluten free crackers available as an alternative to bread, which was a nice and unexpected touch for a French place.
",4,11/29/2016,"Hyattsville, MD",False,False
29,La Jambe,/user_details?userid=5kaZNcYIbS0I5ToN8OTaVQ,"La Jambe is such a cute addition to this neighborhood! Perfect spot to have some vino and a light snack! Came in on a quiet night with a girlfriend, only about 4 other parties in there. The staff was super friendly, and the happy hour wine prices are totally reasonable. We split a charcuterie plate, and I will definitely be back for brunch or some more substantial food!
",4,12/6/2016,"Washington, DC",False,True
30,La Jambe,/user_details?userid=onlebEofqmvKdpnTXacN2Q,"Great HH place for wine and charcuterie. Inside is good decor and sidewalk tables great in summer.
",4,6/5/2017,"Washington, DC",False,True
31,La Jambe,/user_details?userid=WjWZy3PBzWAkvOfIDn_McA,"I was out after ""Art All Night"" with a group of 12 who wanted to find a place to drink in Shaw. We knew it would be tough given the crowd that was in the area that night but we lucked out when we got the La Jambe. They had a side room that was semi-private that fit all of us. As someone who doesn't really drink, it's hard for me to review bars but the service was really nice, selection was wide, and the drink prices seems reasonable.
",4,12/27/2016,"Washington, DC",False,True
32,La Jambe,/user_details?userid=FPhIG5FSzimVem2oE103Rw,"Really yummy food and great atmosphere, but please get an espresso machine! French food requires a full coffee bar (and fresh cream, not Coffee Mate).

The crepes were best I've had in DC.
",4,5/21/2017,"Washington, DC",False,True
61,La Jambe,/user_details?userid=6hhQQZtO6pW3HPQh4cqrpg,"It's not often you would cross town for one thing on a menu, but there's a wine on their list that was just that amazing. There were other stars, but one was a sun.
",4,6/27/2016,"Washington, DC",False,True
65,La Jambe,/user_details?userid=mb9cqZoYjPa-2iCqJsFrGQ,"Super small but cute. Great wine and drinks.  Can't wait to go back to try the wine and charcuterie.
",4,7/31/2016,"Washington, DC",False,True
75,ENO Wine Bar,/user_details?userid=EU4l-zgYFz71TBVDEFrFnw,"We stopped in here because we wanted to try a wine bar outside of our neighborhood (Logan Circle/U St). We really enjoyed their wine flights as their cheese and meat plate was a great pairing. The servers take the time to ask you what kind of wine you want, and this really enhances the experience. The ambiance is relaxed and it's a lot larger than I thought it would be since it had 2 floors. They also give you a wine card with your wine flights so that you can remember what wine you enjoyed. They have some red wine drafts that are only available at their bar, so that was a nice touch as well.
",4,9/10/2015,"Washington, DC",False,True
76,ENO Wine Bar,/user_details?userid=84FczkLZWxUKOhDOc48OaA,"Solid place next to the four seasons. Went with my parents and girlfriend on a groupon when I came back to visit. The value of the groupon was fantastic! Four wine flights, two cheese flights, four small plates and two dessert flights, all worth it.

We tried to strike up conversation with our first server, didn't seem to be all that talkative nor insightful on the different flights. Thankfully, we had the servers rotate and had this amazing French woman come to help us for the remainder of the night. She was exactly what I would expect from a quality tasting guide, very capable of running us through the wines and cheeses, recommending other plates or bottles based off our likes/dislikes, very open and interested to hear our thoughts.

The food was pretty good, I would recommend the bruschetta plate and the deviled eggs. I wasn't too impressed with the red french wine flight, but others might like it.

We did find one bottle of Argentinian Malbec that we really enjoyed, it was on another flight that we had.

Overall, great service, nice place, great location and good food/wine. I would recommend it and we'll be back next time I'm in DC.
",4,9/3/2014,"Chicago, IL",False,False
78,ENO Wine Bar,/user_details?userid=KyFaJZj4e3UmWbnBMWGESg,"Great atmosphere - sophisticated and cozy without feeling overly pretentious.  Our server was very knowledgeable about wines, and I especially liked the ability to create my own flight since I seem to like wines on the opposite spectrum!

I didn't try any of their food here (cheese and chocolate flights!), but maybe next time!
",4,8/12/2014,"Washington, DC",False,True
91,ENO Wine Bar,/user_details?userid=jWpEJTBGFsypiOYiqU9QvQ,"I usually enjoy a glass of wine with Eno's Cheese or Charcuterie platter at the bar where I enjoy seeing all of the 'action'. This is a great place to enjoy wine from their wine tap (they have a 'Wine Down Hour' from 5-7 pm Sunday-Thursday) or a glass from a local vintner. I hope to attend one of there ""Enoversity"" wine events where they feature local vineyards. This is both a trendy wine bar and a place for folks who just love wine and want to try something new. Oh, and don't forget their wine and chocolate pairings!! ;)
",4,4/6/2014,"Accokeek, MD",False,False
93,ENO Wine Bar,/user_details?userid=s8MItoeBfg9UB8hFv4Y-3A,"A very chic and comfortable place in Georgetown. Before 7pm, $5 glasses for happy hour! We also got the fondue, which was cited on a list of 'six DC cheese dishes you have to try this winter.' Indeed, a good choice on a cold evening. Solid.
",4,1/1/2015,"Arlington, VA",False,True
94,ENO Wine Bar,/user_details?userid=knZV3zTEPHodbTF2N0gkcQ,"We visited this wine bar on a Sunday afternoon and it wasn't too busy. I had a white wine on tap and my husband had a pricier red. Both were wonderful. The flat bread pizza was delish as was the bowl of olives. Staff was super friendly and knew their wines well. We will be back for more wine to enjoy on that cute Georgetown corner!
",4,1/12/2015,"Los Angeles, CA",False,False
95,ENO Wine Bar,/user_details?userid=D1fBwsUWlZfgRgdryCJILA,"I definitely like Eno and will make a repeat visit.  There are a lot of great wine bars in the city and this is another one of the great wine bars.  I liked the selection and variety of wines.  The cheese was nice.  Definitely a cute date spot, but can be enjoyed by any wine lover.
",4,11/25/2013,"Washington, DC",False,True
96,ENO Wine Bar,/user_details?userid=9yNHj9O02__AAbRmuzLDpQ,"This is my second time here and I have to say... It is one of the coolest wine bars in DC area. They have a really good selection of wines for a decent price. Totally worth trying the Chateau Maris La Touge. Also, I love their flatbreads (mostly the muffaletta) and the grilled cheese.
",4,12/26/2014,"College Park, MD",False,False
97,ENO Wine Bar,/user_details?userid=SQyDV9D1AMBnvMt7adbtaQ,"I love this place!  Wine flights, chocolate flights, super friendly service and $5 glasses of wine during happy hour.  What's better than that?!
",4,10/3/2014,"Evanston, IL",False,False
98,ENO Wine Bar,/user_details?userid=Mt8ilbu-_tCxLVCwGxpC7Q,"This is a perfect light fare place to go after a movie. The ambiance is relaxed and dimly lit. There are outdoor seats as well. We thought there might be ""attitude"" here because of the Four Seasons nearby, but the staff was very down-to-earth and friendly. We had a bottle of our favorite, New Zealand Pinot Noir. The melty ENO Grilled Cheese includes Robiola and Cheddar cheeses with a mixed green salad. It was so good to have one with artisanal cheeses instead of the usual bland DC generics. The Olive & Goat Cheese Flatbread included black olive tapenade dotted with lemony bits of goat cheese. I am annoyed that a happy but sleepy wine-saturated husband made me leave before dessert. Artisan chocolate flights? There is so much to try. Next time...
",4,5/23/2014,"Washington, DC",False,True
105,ENO Wine Bar,/user_details?userid=52JYkBhxfUTyKMqw55nqig,"Good happy hour - solid wine for $5 and a really cool little place.  Well decorated and tasteful, and very friendly helpful service too.  Definitely worth a stop if you want a change of pace or are in Georgetown.
",4,6/9/2014,"Washington, DC",False,True
109,ENO Wine Bar,/user_details?userid=lq-ZBmKbg5i0gs5XxoBW6g,"Very cozy and unique wine bar. Excellent service. Interesting dishes and extensive wine list. It certainly is the real deal. Space for groups and couples or intimate parties.
",4,4/27/2015,"Waxahachie, TX",False,False
111,ENO Wine Bar,/user_details?userid=ibWIc5_u05DsTLaY7JUYVg,"The Rosé sparkling was delicious, exactly what I wanted! The cheese selection is delicious as well
",4,4/18/2015,"Washington, DC",False,True
113,ENO Wine Bar,/user_details?userid=E1EzdNP04h0PWk9j6q_ZhQ,"Karl really took care of us. The atmosphere is very comfortable. Cabernet wine flight was quite good. My wife loved the Chardonnay they served by the glass.
",4,3/1/2014,"Paso Robles, CA",False,False
117,ENO Wine Bar,/user_details?userid=B_lSXeU7AeVpmaOe-_nIKg,"I enjoyed this place. The wine selection is good, the staff is very helpful and friendly, and the food is perfectly fine.  The only complaint I have is that I wish there was a larger bar.  This could be a great spot for a casual date, but sitting at a table ""face off"" is just not an ideal way of interacting with someone you don't know very well. There is a mezzanine which I think is much more suitable for a bar. Otherwise, the people who work here are great, and it's a pleasant environment. I work nearby and go often, especially as there are so few classy places in Georgetown.
",4,12/16/2013,"Brooklyn, NY",False,False
119,ENO Wine Bar,/user_details?userid=kQryqFHfyfm5viyYUEpZaQ,"Came here for cheese and wine after having read about it on yelp. The cheeses are $4 each no matter how you put them together on a board at $12 ... you get three cheeses or if you ask for four cheeses you pay $16. We asked for the server to put 6 cheeses together for us of her choice ( $24). Great wines and great cheeses served with a smile. Perfect.
",4,10/30/2014,"Santa Barbara, CA",False,False
120,ENO Wine Bar,/user_details?userid=M3sRd37pIRK-ZqTehh_XQg,"I was invited to dine here by a friend who frequently comes here. One thing I don't like about gtown are the noisy establishments. This location allowed us to converse and eat comfortably. I had the beet salad which is not bad but pretty average otherwise.  The The wine selection was good and the cheese menu was not bad. Service was great. If you are on a date I will recommend this place but other than that, it's really just another wine bar.
",4,1/10/2014,"Arlington, VA",False,True
125,ENO Wine Bar,/user_details?userid=bmCR-TRkBLMAFRAbYyC4_g,"what a fine end to a wonderful week on DC.  we had a bruchetta sampler (loved the pear as well as the duck).  our wines were wonderful.  that only downer to the evening was the group of ladies next to is who lit up.  that would not happen in Oregon where we are from.
",4,9/28/2014,"Corvallis, OR",False,False
129,Bin 1301 Wine Bar,/user_details?userid=JloU_6FF-8WV_ZJPDNBy0w,"I have been to Bin 1301 on two VERY different occasions, and both times I have been very impressed with the service and drinks!! First time was a late night bottle of wine date, and our server was so incredibly knowledgeable and nice and helped us pick the perfect bottle (and glass for me after the bottle...hehe)

Time #2 was a rainy day happy hour! We sat at the bar, and it was not very crowded at all at around 5:30 (filled up after 6 though). The bartender was SUPER nice and got us our wine/cocktails quickly, and gave great recommendations for our second drink! Happy hour cocktails were delish and a GREAT deal! My wine was good and also a great deal, but it just tasted a little stale (I have a really sensitive palate though so it's probably just me). 

All things considered, I really love this little wine bar and I can't wait to come back on my next trip to D.C.!
",4,7/25/2017,"Marriottsville, MD",False,False
130,Bin 1301 Wine Bar,/user_details?userid=WwmWdDCJREohcxQqfnOL-A,"Very good place for a catch up with friend or post-dinner drink!

I wasn't expecting much but I love that their happy hour is until 8pm and they have outdoor seating. I tried a cocktail and my friend had a glass of the Malbec. Both were excellent! The food was also good (if maybe a bit pricey). We had the olives and Hallumi with avocado and arugula. 

Service was great and I liked the ambiance inside. It definitely can get loud however so be aware of that.

Overall, a great option for drinks on U-street.
",4,6/17/2017,"San Francisco, CA",False,False
132,Bin 1301 Wine Bar,/user_details?userid=YymWWZaElUXTJrVA_5JPqg,"Live music, good wine & a patio!

This vibe is perfect. I was looking for a low key night with my friends and some live music and that is exactly what we got at Bin 1301. You don't have to pay a cover, but tipping the band is always appreciated.  Not only was there a big wine selection, but also draft beers.

Pro-tip, check out the sink in this bathroom. It's a china blue bowl converted into a sink and it is beyond beautiful!
",4,12/19/2016,"Charlotte, NC",False,False
134,Bin 1301 Wine Bar,/user_details?userid=nTxle3G2KbES_WwvZQSong,"Cute place for happy hour, not crowded at all and great service!

I ordered the bruschetta, which was delicious: crispy bread with very flavorful tomato, basil, garlic spread. Also ordered the white wine sangria which was not too sweet and very delicious on a hot summer day.
",4,5/31/2016,"Chicago, IL",False,False
140,Bin 1301 Wine Bar,/user_details?userid=KiyPUvmz2HDmZvP8yiiuxw,"We came here on a rainy day that also happened to be Derby Day and a ton of people were visiting and ordering Mint Juleps. We chatted with our bartender who gave my boyfriend a great rundown of the wines they offered and ended up ordering I think a Portuguese Red and a beer for me! All was very tasty and we ordered some cheese to snack on. I let the bartender know I had a tree nut allergy because those boards sometimes come with like piles of almonds. We ended up getting our board and about 10 minutes into having it, he rushes out and says ""don't eat those!"" pointing to the thin crackers I was currently spreading cheese on. Apparently they were almond nut thins and had somehow made it on our plate. I put the cracker down and handed it to my boyfriend quickly. Luckily I didn't have a reaction, but it was a scary moment! Besides that, the cheese was delicious and we got some honey, dried apricots, strawberries and grapes to go with it that were all perfect for our snack. Our server ended up covering our drinks and cheese for the allergy mistake which was so so nice and not at all necessary because I didn't have a reaction, but either way, it showed me this was an awesome place that cared about correcting mistakes. I think it made me like them all the more and I would definitely go back (but I'd definitely mention my allergy like three times this time around).
",4,5/9/2017,"Washington, DC",True,True
143,Bin 1301 Wine Bar,/user_details?userid=DfQSktPwPkabn48N_k0Wug,"I can't believe I just had my first trip here! I came on a Friday for happy hour, me and a friend. We arrived promptly at 6pm (they open at 5pm) AND much to our happiness were informed their happy hour lasts until 8PM! That's right, 8pm... on a Friday. We were sold. We stuck with a basic Malbec from their happy hour options ($6/glass) and it wasn't bad at all. When we arrived the place wasn't yet packed, so we easily were able to grab one of their high top tables and stuck to that for the duration of our evening. Closer to 730pm the place REALLY started to fill up, and became standing room only shortly after 8pm. The music they placed was good, the bartenders were amazing and very attentive. We sampled their happy hour food: $5 hummus platter - very delicious. We also tried the deviled eggs (not happy hour but only $5) these were delicious and the perfect amount of spice! The Deviled Eggs tray you get a total of two eggs (so technically four deviled eggs as we all know you cut the egg in half). We will definitely be returning! I will say that when we left (around 9pm) it was REALLY loud... like we were almost shouting at each other across the table. But, we weren't upset about this as it was a Friday and we had just enjoyed an amazing price for happy hour... and they do table service during happy hour! I mean come on... strong recommendation from me!
",4,4/10/2017,"Washington, DC",False,True
151,Bin 1301 Wine Bar,/user_details?userid=atHPft5PIozZONI7lPNFvQ,"It wasn't until my second visit to Bin 1301 that I realized how dope this place is.    The first time my girlfriend and I showed up was on a Sunday afternoon, we were still on level 10 from an epic weekend and Bin 1301 served as our first stop for an awesome Sunday Funday.  I knew that the food was good and we both left pretty buzzed, but I still didn't fully appreciate my experience.  

Fast-forward to a month later: While feeling adventurous on a Sunday afternoon, I made the decision to brunch solo.  I found Bin's front door open and Benito (the bartender/server) serving up mimosas.  I had the french toast with a side of fruit and a pineapple juice mimosa.  I enjoyed the food, the very chill atmosphere, and the amicable people who I found myself conversing with over an array of topics.  Since Bin is known for it's select wines, I will definitely be returning to try them out.
",4,11/17/2015,"Washington, DC",False,True
154,Bin 1301 Wine Bar,/user_details?userid=O6Z9UYHiY5ZE8v2r-sjlpQ,"Wine lover unite in a very chill laid back wine bar on U between 13th and 14th street. I've never walked by Bin 1301 and not felt like every person inside was deep inside some meaningful conversation...maybe it's the wine or maybe it's the vibe...maybe both. Happy hour is definitely a great time to stop by. They have $6 glasses of wine and some pretty good appetizers on the HH menu. If you're a food parings person you've got some options. The only things I saw that were missing from the menu was dessert options but it's possible I missed them. The Kitchen opens at 5PM I think and my friend got a grilled cheese and tomato soup that was really tasty. I ordered the hummus and it was also delicious. Our service was attentive and the bartenders took care of things. I'm not a huge wine-o but the Malbec I had was smooth and they seem to have a solid wine list. It's definitely a date spot, good for the Scandal lovers (I've heard they are avid wine drinkers) or anyone looking for a more relaxed U street experience. For sure worth checking out and added to my continually growing U street bar list.
",4,12/19/2016,"Beltsville, MD",False,False
156,Bin 1301 Wine Bar,/user_details?userid=giTp6selkwIyZAdrvjPiAg,"I can see why this wine bar has so many positive reviews. Catching up with an old friend was nice; on a Saturday evening this place was empty. But, I figured out why. No Happy Hour on the weekends.

But don't let that stop you, the wine selection and the small menu is pretty good.  Surprisingly a lot of vegetarian options too. If you like to go somewhere and chill and don't want to be bothered with talking over other people and elbowing them; do go.

We had the bruschetta, which was fresh and delicious; mozzarella balls with fresh chopped tomato/basil on top mini baguette toasts. Chad did a great job of creating our flights starting us off with Nals Margreid Pino Noir from Italy 2013. His second recommendation was the Familia Mayol Bonarda from Argentina 2013, my favorite; it was deep with a smoky flavor. And the last one was full bodied and floral (typically not used to describe reds)but that's what I tasted, Lantides Agiorgitiko from Greece 2013. The last one was a very specific flavor that may not go over well with everyone, but I enjoyed it and felt like it was best as a last selection.Although the pour is small, the wines are well selected with big distinctive flavor.

Bin 301 just earned a new customer. It was a Good Night!
",4,8/31/2015,"Greenbelt, MD",False,False
157,Bin 1301 Wine Bar,/user_details?userid=MI70Kd0Pd9FK9Vr-0CufoA,"Awesome place! Casual, great selections and Im coming back.
",4,11/2/2016,"Woodland Hills, CA",False,False
160,Bin 1301 Wine Bar,/user_details?userid=b3QjmphEpcw9eG6BFzPF-A,"Great selection with a variety of price points. We went on Saturday night and the bar was not crowded. I appreciated being able to find a seat and have a conversation.
",4,11/24/2015,"Oakland, CA",False,False
161,Bin 1301 Wine Bar,/user_details?userid=9bD-CgJKHwSSF_OKtR3vCA,"Bin 1301 reminds me of the neighborhood tapas bars in the smaller cities and towns in Spain.  It is unpretentious, patronized mostly by locals, manages the noise level so that you can carry on a conversation, and has a decent selection of tapas, Spanish draft beers and vermouth.    The bartender who is there every time I visit is very knowledgable and welcoming.  It is not a foodie destination, however.   For example, I ordered prosciutto and received something like thinly sliced corned beef, which was tasty but not what I ordered.  If that would ruffle your feathers, then stay away.
",4,2/5/2017,"Alexandria West, VA",False,False
162,Bin 1301 Wine Bar,/user_details?userid=_o8rK6C2VsTSVJASxtAABg,"Had brunch with my husband and our two friends. We LOVED it. They live in DC and we were visiting. They are happy we introduced them to this spot  (thnx yelp). It was a one man show: one man to bartend, serve and host, but he was great. We all loved our meals, and drinks. We laughed, relaxed, got too loud and we're never told to be quiet...that's a perk!!!! Cool ass spot. We'll be back.
",4,5/3/2016,"Brooklyn, NY",False,False
164,Bin 1301 Wine Bar,/user_details?userid=4d8GvbFw3QUQ3iFV4r_7nQ,"Great selection of wines but I would have preferred more food choices. The people were friendly and knowledgable. We had the deviled eggs and they were just ok but the charcuterie tray was delightful. We plan to return.
",4,7/12/2015,"Washington, DC",False,True
173,Bin 1301 Wine Bar,/user_details?userid=YO3p3rkCZS9LUvi-YEF2eg,"We only had cocktails and two apps, but they were great! Would definitely come back here again when in the area. The tasty toasts were amazing and so were the kappa cocktails!
",4,6/24/2016,"Montclair, NJ",False,False
180,Bin 1301 Wine Bar,/user_details?userid=E7-y5kLs-BYkeudlOgYXIQ,"This place is a reliably good and uncrowded enough place for a drink any time - even prime time Saturday night. Great wine selection and a collection of interesting draft beers and more specialized bottles. Also they will do a half meat half cheese charcuterie for a reasonable price compared to others in the area (fainting goat, vinoteca, etc). Plus, place is owned by the friendly people at U street wine & beer.
",4,3/9/2015,"Cambridge, MA",False,False
189,La Jambe,/user_details?userid=GBjdziANdkk29jjwOBj5ow,"My friends and I were looking for a good happy hour spot to catch up at and having heard good things we ended up at La Jambe. La Jambe is a little French cafe with delicious wine. Wine during happy hour was $5 and the staff was great about catching us right before it ended to offer us a chance to grab more discounted drinks. Their happy hour wines also were good wines, none of the bottom shelf stuff you might get at other wine bars during happy hour.

We tried several white wines as well as the charcuterie and cheese plate, and split the La noisette and the la Boulanger. All were very tasty and made the perfect happy hour meal with wine.

The only disappointing thing I would say about this place is that my friend asked if they had wifi and they unfortunately didn't because I could see this being a great place to study during the day.
",4,9/25/2017,"Washington, DC",True,True
190,La Jambe,/user_details?userid=X3Ki2Z6JTn9gbuz23NO3kg,"Elegant and intimate - La Jambe has an unexpected ambiance for the Shaw neighborhood. It is perfect for date night when you're looking to eat light or a glass of wine with your girlfriends on a Wednesday evening. The bar is relatively small, but with one wall lined with a floor to ceiling urban artwork, the vibe given off is trendy and French inspired. 

There menu is simple, but delicious. They have various cheese and meat options to build your own cheese plate (complete with accouterments like mustard and cornichons. The rest of the menu is mostly baguette sandwiches with DELICIOUS French bread. 

Bonus points that they have wine away on hand for when you spill wine on your sweater!
",4,8/11/2017,"Washington, DC",True,True
192,La Jambe,/user_details?userid=ZaJ6zPDAc7YaDTE2QEBGPA,"Hooray for happy hour! $5 for delicious wines? I'm there. The staff were really helpful with choosing which bargain to avail of. I felt a little silly asking about each hh wine since for $5 what do you really have to know (amirite?), but I appreciated learning a bit about what I was enjoying!

The food is a bit pricey, but I really enjoyed my small charcuterie plate. The bar area is a beauty. There's a long bar counter that spans most of the space and some high-tops along the walls. It's probably best for 2-3 friends vs. a whole crew.
",4,7/10/2017,"Washington, DC",True,True
193,La Jambe,/user_details?userid=mz8Q8yEOkgjaISIqzUSHLg,"$5 happy hour wines at the corner gem La Jambe are my new Jambe. 

You know that moment of clarity when you first realize that the sound in the background of Kelis' Milkshake song is, in fact, a milkshake? That is how I felt the first time I discovered this place.  Small plates to go with your hopefully multiple glasses of rose' varietals, or if you're like me, round after round of pinot noir, because why mess with a good thing?
",4,6/5/2017,"Washington, DC",True,True
197,La Jambe,/user_details?userid=XuYkUMWvzcUQa8TOuPbtAQ,"Great crepes at brunch! The mimosas were especially good!  There is pretty easy street parking nearby
",4,8/17/2017,"Atlanta, GA",True,False
