,rest_name,username,review,stars,date,location,repeat,dmv
256,Flight Wine Bar,/user_details?userid=jS_VvNOjUlmZBuXoUAW3og,"I went here on Friday with a few girl friends and we had the most awkward experience. The wine was good but our waitress was horrible. 

My girlfriend really doesn't like wine so she wanted to get a vodka drink and the waitress knew nothing about vodka and kept repeating - well I want to make sure you understand how much the vodka costs?- it was as if she didn't think we could afford it which was super appalling. And then on top of that, she wouldn't mix her soda water with the vodka so she kept bringing her vodka in one glass, ice cubes in another and then soda water in another. At one point, we noticed that she had 6 glasses. I've never seen anything like this. I understand that this place is a wine bar but she also didn't seem as if she knew what red wine is considered dry? I'm not sure if she was new or what but it didn't seem like a very challenging question. I won't be going back here anytime soon. 

Spend your money elsewhere with better waitresses!
",1,3/13/2017,"Denver, CO",True,False
402,Flight Wine Bar,/user_details?userid=sHCwRQ3e2p7CROMrOoAZXQ,"Don't bother going here. You're better off walking two more blocks to PROOF.  The service here is garbage.  The only thing they got going for them is a cool-looking interior.  I went there with my GF on a slow night and we literally sat there watching 4 servers just chatting with each other casually for about 15-20 minutes. This is all before we were even greeted, received water, or menus.  If this place was a JCVD movie it would be Cyborg, not Bloodsport.
",1,9/18/2014,"Washington, DC",False,True
403,Flight Wine Bar,/user_details?userid=gjx2Rk_eXYqu56GcUiu4kQ,"This place is the worst wine bar I have ever been to.  Looking at the wine menu I noticed there were no bottles from California.  I asked the waitress why and she said ""we are better then that, there are plenty of place around here you can get that wine"". Wow!  They pour wine (and very little of it) into cups not wine glasses.  The tables are way to close together and not at all intimate.  The food was awful as well - don't waste your time or money.
",1,12/20/2015,"St. Petersburg, FL",False,False
404,Flight Wine Bar,/user_details?userid=1jmCo6w8epGy4RK-bAvX4w,"I've never written a Yelp review but this was possible my worst dining experience ever. They brought us the wrong wine and the waiter was rude when I corrected him. The cheese for three people was possibly meant for three mice. The gnocchi was like mushy lead and my pasta dish reminded me of Pastaroni but let me tell you, it was no treat. When we tried to give them some feedback on our experience, they were rude and clearly didn't care at all. To say that I won't be back is an understatement. I suppose they hope you get hammered before you order anything else!
",1,10/23/2015,"Wellington, FL",False,False
407,Flight Wine Bar,/user_details?userid=p8xRhh4luchgmNbrcBlWJw,"Worst dining experience I can recall.  My friend went to the restroom, which is down a public hallway outside the restaurant itself, and she was locked out of the restaurant until she went outside into an alley and back around to the front.  When she got back and we informed the waiter, the manager came over and accused her of lying.  Why would she lie about such a thing?!  Terrible, rude customer service.  

They were also out of three things our group ordered.  Considering how limited the menu is, that's quite unimpressive.  Generally, the place just doesn't have it together.  Skip it.
",1,10/26/2014,"Washington, DC",False,True
416,Flight Wine Bar,/user_details?userid=89BO_B02U173i9sVMXVGBg,"Soo many issues. Let's begin:

When we arrived (5:30PM and they open at 5PM) we were greeted by... no one. When we found someone, they asked another employee ""hey, are we open?""

Once we got seated, the server could not advise on wines we would like based on what we had already liked. There were exactly two wines on the happy hour list - ugh!

The server sat at the table next to us and drank water straight from a serving bottle talking with a friend - wierd. Makes you think if he would serve out of it later.

Red wine was served cold (gross) and in a water glass so it did not aerate properly.

Server waited for us to calculate tip in front of him - so uncomfortable.

Not expensive - still not worth it.
",1,8/5/2014,"Washington, DC",False,True
506,Barcelona Wine Bar,/user_details?userid=nf7D9Ncdfv1STv6SRZqHgA,"Bartenders can't multi-task. Sat at bar for 15 min patiently. The started waving back and practically yelling to get serviced. 

Eventually I tired. Got the message that my money isn't wanted nor welcomed. 

A week ago, friends and I spent $400 there. I regret that.
",1,7/3/2017,"Washington, DC",False,True
517,Barcelona Wine Bar,/user_details?userid=RD-De1dJS5Y76bMvt7l5YQ,"This place is absoutely awful. We had a reservation for 4 people at 9PM on a Thursday night. We were meeting up with some friend's that live in DC that we haven't seen in a long time. We showed up at 8:55 and it was SO packed that we had to wait to even speak to someone. There was a line forming just to speak to the hostess. Unbelievably packed and not a single person looked like they were eating. 

Once we finally got up to the hostess stand there were 4 people there that didn't have a CLUE what was happening. They were't helping anyone just running trying to figure out what was happening. 
Finally i pushed my way and and got to speak to someone and let him know my party was there. He said, ""He'll let me know."" That was it. 
That was all i got out of of him. The rudest place i've ever been to. We waited at the bar for 10 minutes trying to get a drink. Couldn't even get service at the bar!! We got getting pushed out of the way by rude people and rude employees then finally had to resort to waiting on the sidewalk out front. 

Sick of waiting for these people, we walked down the street 30 minutes later and got a table at Lupo Verde immediately.

I got at call from Barcelona saying, ""Hello, we have a table ready for you now.""  It was 10:30 at night!! And i had a reservation for 9PM that i had made 2 weeks in advance.  F this place. Never again setting foot in there.
",1,6/21/2017,"Richmond, VA",True,False
558,Barcelona Wine Bar,/user_details?userid=A4HjuMo-QgWxsCxXiV5i0A,"What a mess!  We waited in a cramped hallway for 45 minutes while waitstaff whizzed by with dirty dishes, drinks, and food for a 9:45 reservation, while watching them seat table after table of walk-ins. After checking in with the incompetent host for the fourth time, and mentioning that we had a diabetic in the group, a manager finally told us he would help us, and took us to a ""chef's table"" which turned out to be a counter in an even more cramped hallway that led to the bathroom.  The food he promised us was eaten by another rude customer. 

We finally walked out to find a restaurant that has a clue about service. I can't recommend it, despite the fact that we have been there before and know the food is good. On the last trip, the server brought all of the food pretty much at the same time, which defeats the whole concept of Spanish tapas.

Save yourself some frustration and eat in a real restaurant.
",1,3/10/2017,"Reston, VA",True,False
615,Barcelona Wine Bar,/user_details?userid=0j7RDKvW68Jd0hjXm3fYLA,"We made a reservation three weeks ago for dinner tonight. Arriving three minutes early we were rudely told that our wait time is 45 minutes. Some of party had organized baby sitters and couldn't stay out late. I don't care if the restaurant thinks they are too good to be nice to paying customers but such rude service is uncalled for.
",1,8/12/2017,"Ann Arbor, MI",False,False
617,Barcelona Wine Bar,/user_details?userid=C4jIBbo7OFCpQteYsMF3-w,"DON'T GO IF YOU DON'T HAVE A RESERVATION. When we went, they told us it would be an hour wait. An hour later we came back to check on our status, and they told us it would ""still be a very long time."" They were supposed to call us when our table was ready, and they NEVER CALLED US THE WHOLE NIGHT. 

If the restaurant is *that* busy, just tell people you're all booked up!!! Don't waste their time and yours by making them wait for a table that will never come!! 

I will not be going back to this location--terrible practice to do this to potential customers.
",1,6/9/2017,"Silver Spring, MD",False,True
679,Barcelona Wine Bar,/user_details?userid=UsFrAWs6KVXM4AisihjBew,"We made a reservation 3 weeks ago for a table at 8. It is currently 9:33 PM and we still were not seated. We spoke to the manager 4 times and nothing. What is the point of taking reservations if you will keep people standing for 90 mins and still not seat them? INCOMPETENCE. Ruined our evening and our holiday dinner. DO NOT GO to this establishment and reward HORRIBLE service.
",1,12/15/2016,"Washington, DC",False,True
695,Barcelona Wine Bar,/user_details?userid=UykLrbp-Wo4fR5nTRqU_HQ,"2 & 1/2 hour wait for a reservation made well in advance? Other tables (2) given away because they tried to put us at a table that they were waiting to leave EVEN though we stared we'll take first available. Well -2.5 stars for the wait & not giving us 1st available table. -1.5 stars for the lower quality food. I was not impressed by the flavors, all peallas (4 ordered were burnt (rice) at the bottoms, unless you like crunchy rice), way too much squid ink made a black goop that made your lips and teeth black. :-/ funny kind of.  I've been to great Spanish restaurants, I don't get what the hype is here.
",1,2/8/2017,"Washington, DC",False,True
724,Barcelona Wine Bar,/user_details?userid=cgDZVtYICeiK5t1rkesamg,"I used to absolutely love this bar. 
Tonight, I went in around 11:00, bar was busy. I was excited to use my wine chip--thought it'd be easier than an actual credit card with the crowd anyway. So, Lauren (guy) bartender, takes my order- I hand him the chip, he rolls his eyes and begins taking everyone's order around me. So I just assumed he was multi-tasking. He then proceeds to serve and pour everyone's drink that he took. He never served me mine? I am thinking, was it bc I gave him a wine chip? I could've just paid if there was a time frame to use it? But, he never came back to me and never brought my drink. I've always thought of Barcelona as one of my favorite places--mostly bc of the combination of service and food; Viper, Jess...all amazing. This new staff sucks and needs further training on customer service.
",1,9/5/2015,"Alexandria, VA",False,True
732,Barcelona Wine Bar,/user_details?userid=8MlBmpm6S2nxeQ5eCgl3rA,"I've been a fan of Barcelona restaurants for years, having been to several spots in CT and the Cathedral Heights location.  My wife tells everyone she knows that the Barcelona chicken pimiento is one of the best chicken dishes around.  

But I will never return to the 14th street location, where reservations are meaningless, and guests are disrespected.  I had a reservation for four this past Friday night for 8:15.  We arrived promptly at 8:15 and were told that it would be just a few minutes while a table finished up.  When I asked the host for a status update twenty minutes later, he assured me that we'd be sat as the ""next wave"" of tables got up.  He also thanked me for my patience and told me that they'd take great care of us.  Another fifteen minutes passed, and my pregnant wife went and checked in and explained that she was starving and really wanted to sit.  The host said that we were a priority group and would sit soon.  I went up again fifteen minutes later, and the host acted like he'd never seen me before, even though we'd been standing in front of the host stand for 50 minutes.  He told us we'd be seated next, and when I complained about having waited so long past our reservation time, he assured us they'd provide all sorts of things, including champagne (which my wife wouldn't have been able to enjoy).  Sure enough, a minute later, I watched as the host told another party of four exactly the same thing -- that they'd be seated next!  I have a sense that it wasn't an honest mistake and that the host just says things to get people off his back.  Finally, at nearly 9:30, we sat, and surprise, surprise, there was no champagne.
",1,3/14/2017,"Washington, DC",False,True
760,Barcelona Wine Bar,/user_details?userid=kDla1sOaq5KdPjqiMKEFpw,"Called on Friday early afternoon to make a reservation for dinner for two that same night. Got a 9:30 pm reservation.

I got there 9:35 pm, checked in and the host said he would let me know when our table was ready. Long story short, after multiple times of asking about our table, last time I asked was 10:30 pm, and they said they could give me a table in about 15 minutes later.

Just walked out.

What is the point of getting reservations if they wont honor them. This is absolutely unacceptable and disrespectful. 

Walked a couple of blocks and better off at another Spanish restaurant on 14th St, ""Estadio"", with great food and great customer service.

Don't come to Barcelona unless you want to be left hanging.
",1,2/21/2016,"The Loop, Chicago, IL",False,False
764,Barcelona Wine Bar,/user_details?userid=qUHx8cS7wXk6EZqNHpZ-KQ,"Too greedy, incompetent in reservation management. Had a reservation for 8pm, we left at 9:30pm without being seated.
Manager offered free food while waiting, not what we came for!
",1,12/15/2016,"Washington, DC",False,True
770,Barcelona Wine Bar,/user_details?userid=Xw4di1VsmwiytDx3oD3v8A,"Contrary to my first visit at Barcelona, my second was a nightmare. 

I booked a party of 12 people for one of my best friends birthday for a 9pm reservation almost a MONTH in advance. That being said, by 10:45pm we were still not seated. After countless attempts of asking the head waitress for an update, we kept on receiving the same response of ""you will be seated as soon as possible"". At this time we decided to relocate to another restaurant. 

It is extremely frustrating when you plan out something a month in advance for a special event and have to wait till almost 11pm and not be seated or given a idea/update of the reservation. 

It seems like they do really well, in terms of foot traffic, however. So my review may not mean much, but service and being able to honor reservations are really important to me.
",1,3/9/2015,"Potomac, MD",False,False
774,Barcelona Wine Bar,/user_details?userid=V9H5mSgOC42VqwiTvEas7Q,"Came here for a dinner WITH a reservation. We waited 1.5 hours before we decided to leave. Terrible service. Completely unfair to give reservations out and not seat you within a reasonable time.

Do not come here thinking you will get seated with your given reservations. Very disappointed. There was one party that had been waiting for 2 hours and still had not been seated.
",1,3/8/2015,"Baltimore, MD",False,False
784,Barcelona Wine Bar,/user_details?userid=_tpzswb4NTS4bniz9aM1nQ,"I am really surprised that i'm not seeing more pissed off reviews of this place after what I witnessed Friday night. The place was completely packed, shoulder to shoulder, with waiting patrons. We thought ""oh thank goodness we have a reservation"" Turns out most of the people there did too. We waited for over an hour to be seated. We stuck it out because we'd heard such good things about the food and because we'd each been looking over the menu all week excited about what we wanted to order. Total foodie nerdiness. We weren't going to let a wait in a crazy crowded bar, being bumped by every desperate person trying to check their reservation ruin our night. 

The host finally told us to stand closer to the dining room so that we would be seated quicker. Apparently people who were causing a scene and losing their tempers were being seated first. Good job guys. That made us even more annoyed. In trying to apologize for seating us at 10:30 for a 9:00 reservation the house sent over a couple of free  tapas. What came out was starchy and fried...we were starving so we ate it but felt so gross and extremely disappointed that we had just eaten a meal of stuff we didn't even want. 

In the end it felt like someone overbooked the house on purpose to boost the sales at the bar and then try and make everyone feel better by sending out the tapas that were the cheapest to the house to placate everyone. Come on. Try and tell me that the potatoes you all sent out cost you anything compared to the profit you made on every glass of wine that was consumed waiting for a table. 

We should have just gone someplace else. This was a really big let down.
",1,2/16/2015,"Washington, DC",False,True
787,Barcelona Wine Bar,/user_details?userid=Q7V326w-N1ifSN3_Nq29aw,"Rang to see if I could get a reservation. Someone called Steve answers. I ask - politely - if it is possible to make a reservation. Steve says 'no!' and slams the phone down.

Have eaten there before but won't be going back.  Way to go, Steve!
",1,6/26/2016,"Washington, DC",False,True
808,Barcelona Wine Bar,/user_details?userid=dQDaLf8z6YqE3uARGm1JwQ,"I don't understand what the hype is all about but by far this is one of the worst tapas places I've been to. Service is not good. The water glasses smelled like raw eggs. The towel napkins had yellow stains like they were not washed well. The food is VERY normal.
",1,7/17/2016,"Alexandria, VA",False,True
815,Barcelona Wine Bar,/user_details?userid=uWu6cSzzJWRivfq_P8mVsQ,"Had a horrible experience dealing with Andy to get seated.  He told me it would be an hour to hour and a half for seating.  Two and a half hours later and people below me on the list were being seated.  He couldn't give me an exact time as I was checking in...just kept saying ""soon"".  He seems like he was not really with it and it ruined our experience.
",1,2/11/2017,"London, United Kingdom",False,False
820,Barcelona Wine Bar,/user_details?userid=CrdJ-7lLG8Oq5I2RvNpfWw,"Really wanted to dine here but ended up disappointed. We stopped in and were quoted an hour wait. The host took down our name and phone number. We left to get a cocktail elsewhere and came back to Barcelona after about an hour. We checked in with the host who said it would just be a bit longer. 45 minutes later we sat down to eat at the lovely Italian restaurant next door. Barcelona never called. We would probably still be waiting had we stayed.
",1,4/2/2017,"San Diego, CA",False,False
825,Barcelona Wine Bar,/user_details?userid=1okz_uKXl-UwfM3-yHjsTQ,"Phone number listed does not function. They answer less than 50% of the time. Why list the business number if you don't answer?
",1,9/3/2016,"New York, NY",False,False
829,Barcelona Wine Bar,/user_details?userid=iin6b9XB1wyyCtgBvrwjWw,"Have wanted to visit for a long time to come here but made a reservation and still didn't seat us 30 mins later. 1 star.
",1,3/23/2017,"West Des Moines, IA",False,False
830,Barcelona Wine Bar,/user_details?userid=_sWrZawWendETd1GpGttYg,"I had high hopes. We were a group of 6 girls seated outside this past Tuesday evening, we were really excited to be there because some of us hadn't been there and heard it was a fun/nice atmosphere with great tapas and drinks . We get there and had our server order our drinks and some starters (some of us there were vegan and required some extra time to navigate the menu)...the server insisted on taking the menu back and marking the vegan options....he never came back. Twenty mins pass and we get another server...with still none of our drinks present or the starter/complimentary bread that every table seemed to have. The second server asks if we were ready to order..we told him that we were waiting on a marked menu but by that time we just wanted to leave...the second server finally puts  the order in and one dish that we ordered initially with our drinks, comes out...still none of our drinks in sight. The second and third dish come out  15 mins later...then finally our drinks (40 mins later from initial order time)  then our other dishes come  but the calamari we ordered still was missing (we ordered 2!) then the server who dropped the food (mind you 3rd server now) says oh I didn't see there was calamari ordered--at that point we just wanted one order...we were ready to go (hungry and all) ohh and finally the bread mets our table. The food was decent but the service really really tainted the experience we were hoping to get. THEN......we get the check and the server puts 3 calamari orders on our check. We explained it to her and she removed it and apologized....it was a DISASTER. I wish we could of had a better review/experience :(
",1,3/23/2017,"Gaithersburg, MD",False,False
840,Barcelona Wine Bar,/user_details?userid=9rwR59VXXlxXTPUtauST_Q,"Nice patio ,nice name  BUT low quality food , nothing like food in barcalona, Spain lol service is ok , the worst thing about this place is that it's DIRTY, we sat on a table that all 4 napkins were dirty , the glass smells like Eggs, food is not good at all.
",1,7/17/2016,"Washington, DC",False,True
874,Barcelona Wine Bar,/user_details?userid=4buWOpahlj-96Pq2nkiMrg,"I give the food a 5; the service and management get a 0; and the rat gets a 4 for his brazen run across the patio. They gave away our table and then our waiter gave us attitude all night, while doing his best to avoid our table. #done.
",1,8/8/2016,"Washington, DC",False,True
879,Barcelona Wine Bar,/user_details?userid=_W9Oe1sJjW0RZ22OzGJ3ow,"Quite possibly the worst run restaurant I have ever been to.  Had reservation that they forgot about so sent us in Ubers to another location.  On our way they told us to come back because they could accommodate us, failed to mention that we would be sitting outside (in January.) An hour into dinner we had only gotten a meat platter and cheese platter.  There are so many great places in D.C., don't waste your time here
",1,1/29/2017,"Arlington, VA",False,True
887,Barcelona Wine Bar,/user_details?userid=OCDmQNP5BA4KEMPp0lvgWA,"This evening at Barcelona was an unmitigated disaster.  90 minute wait for a table that never happened. Justin, the velvet rope type of glorified scheduler, kicked over my wine all over my coat and acted like I inconvenienced him. Sean who asked my date not to sit on a bench because we were in the way. Complaint met with being requested to leave. Really? 
Since when do customers mean so little to a business. You guys will go the way of other über cool places and you will wonder where your cool customers went. Live fast and die young is what you will get if you abuse customers like you did to us.
",1,10/17/2015,"Arlington, VA",False,True
914,Barcelona Wine Bar,/user_details?userid=ARHYoKnoKxduWA-cQb4ROQ,"Unfortunately, we had a horrible experience at Barcelona on Saturday night. We had a reservation for 3 people at 9:15 and come 10:30, we still hadn't been seated despite several ""give us just 10 minutes"" messages from the host. What's worse is that we weren't even offered anything while we waited and were told to go get drinks at the bar, which was beyond packed (fire hazard, anyone?). We finally got a pitcher of Sangria which tasted like watered down cranberry juice -$50+ I'll never get back. Went to the hosts and asked them to call us when the table would be ready as it was getting too hot inside with the crowds; they agreed. Still waiting for that phone call and today is Monday. Disappointed as we had made the booking ahead to show a friend from out of town how good the place was - epic fail. Thank goodness for Rice (Thai place, a block down) coming to the rescue. Disrespectful all around.
",1,3/13/2017,"Northwest Washington, Washington, DC",False,False
934,Barcelona Wine Bar,/user_details?userid=0eVM0w6XEiBFT4fPzrQHIw,"This place is notorious for seating you late. Made the mistake of coming back a second time and waited over an hour for our ""reserved"" table. 

Horrible service, horrible staff.
",1,3/7/2015,"Rockville, MD",False,False
977,Barcelona Wine Bar,/user_details?userid=AliUZkmfTSBm7SQnroepvQ,"Where do I start...

Service:
Ok so outside their service is interesting. They have multiple waiters serving the same tables so you don't necessarily have one waiter...With that being said, I waited over 20 minutes to be greeted by a waiter at my table after bing seated. I would have been overlooked again if it wasn't for a busboy walking by that I grabbed. This made me FURIOUS. After I grabbed him, the manager (Steve) came over and was extremely sweet and took my order. 

About an hour & half later, we needed refills on drinks, we waited about 20 minutes again for that. I grabbed a random waiter and asked if she knew who our waiter was and she said ""oh yeah thats me""...""are you ok""...""what do you need"".....(Tiffany)

Again, I was furious that she knew she purposely kept walking past our table! A few minutes later, we met another lady who literally began waiting on our table 3/4ths of the way done. She came in from a shift change so she literally didn't know what was going on. She was so sweet (Anna) 

Needless to say, we got the tab and had no idea who our waiter was because the manager and Anna picked up the slack for Tiffany. She got lucky....but she was by far the worst waiter I have ever come across

Food: 
The food was blahhhh....full of grease and butter. There was not one item that I really enjoyed over the others. I ordered about 7 different plates and nothing tasted good....NOTHING! 

Overall, I wouldn't recommend anyone going here unless you only care about the atmosphere and ambiance. If you want to eat something worth paying these prices for...go else ware. I wasted over 2 hours of my life in this place...
",1,1/5/2014,"Washington, DC",False,True
980,Barcelona Wine Bar,/user_details?userid=HY851zY65-NsimCgsQSs9g,"The Barcelona in Reston is awesome - I've had numerous excellent dinners there. This Barcelona - terrible.

- Scallops - the chef (that means you, Adam Greenberg) cut them in half. They weren't large to begin with, and then the chef CUT THEM IN HALF, and gave me FOUR HALVES. This dish was $11.50, so that means we paid $5 for EACH SCALLOP. Outrageous.
- Shrimp - the waiter said this was a dish of five scrumptious shrimp. There were four, and they were average.
- Empanadas - meh.
- Rubbed pork loin - looked like salami, also meh.
- Mushrooms - pretty good.

This was about $55 before tip. Then we went to the concert at the Hamilton and my husband ordered a pizza, because he was hungry.

If you want a great tapas experience, and delicious food, and reasonable portions, go to Barcelona in Reston. If you want to be ripped of by having mediocre food, and in ridiculously tiny quantities, including SCALLOPS CUT IN HALF (referred to as a ""dirty chef trick"" by some online), then run right over to Barcelona in D.C.! I'd give no stars if I could.
",1,1/3/2016,"Silver Spring, MD",False,True
