,rest_name,username,review,stars,date,location,repeat,dmv
112,ENO Wine Bar,/user_details?userid=H-KbrwdpSD2oD2TBJxwnng,"My husband and I have been here several times and enjoy this restaurant.  However we were in this past Saturday night and were very disappointed.  We had ordered a salad to split and bruschetta.  After about 30 minutes we asked the waitress about the status of our food which is when we learned they only had one chef on duty and the kitchen was very backed up.  They messed up our order when it did eventually arrive but fixed it.  One would have thought that they would have brought us some bread or crackers while the kitchen was delayed....nothing of the sort.  Or maybe they would have provided dessert on the house...nothing of the sort.  So we will continue to go to this restaurant but only if we know they have sufficient help in the kitchen.  There are plenty of choices in Georgetown where we would have gotten better customer service in this situation.
",3,9/7/2014,"Silver Spring, MD",False,True
121,ENO Wine Bar,/user_details?userid=3y49gzql4rHaLQxVc8knNA,"This relatively new place in Georgetown is already busy.  When I entered, although not crowded, it was already noisy .  The wine list contains flights and glasses, but many glasses are merely those contained in the flights.  I was a bit disappointed in the wine list.  Munchies include cheese plates with a good selection.  The staff explains everything well.

The atmosphere is cozy and friendly.  Great place for a casual date or to meet friends for a good glass of wine.
",3,12/23/2013,"Silver Spring, MD",False,True
131,Bin 1301 Wine Bar,/user_details?userid=Ehv_RAkXQofsqXEOkSm2UQ,"I tried to call this place before I arrived, but their phone was disconnected (or either the number on social media was not correct). Got here a little after 11pm, and the unfortunately, the kitchen was already closed. A few small bites were still offered, but they weren't anything that I wanted. The red wines by the glass were limited (lots of bottle options, though). Also, music was way too loud and grunge for a wine bar.
",3,9/2/2017,"Marietta, GA",False,False
146,Bin 1301 Wine Bar,/user_details?userid=m50XZSejn1KmDU-FpyGBkw,"It's a reasonable wine bar, and fine if you want a quiet place for a conversation. 

Got a couple of roses, the second of which was recommended by the staff, and both were not impressive. The bruchetta's seasoning could use improvement. 

On the upside, the waiter was great. Knowledgeable and happy to talk about the wine selection.
",3,11/25/2016,"New Haven, CT",False,False
163,Bin 1301 Wine Bar,/user_details?userid=Fr-rSVcHBq09MrvviJ1-hg,"great place with a good happy hour, super friendly staff. they have good happy hour wines, the only food I tried was the charcuterie--3 cheeses and 3 meats. For cheese get the Gouda (really good), Brie and burrata was okay. I forgot what meats I got but I got a spicy salami, prosciutto, and i think another type of salami but it was good nonetheless.
",3,9/22/2015,"New York, NY",False,False
168,Bin 1301 Wine Bar,/user_details?userid=t_134R93l2k4HGPrUfbR0A,"Came here with the Capitol Deal, which gives you two glasses of wine, a cheese plate, and an appetizer for $29. 

The decor is really nice, especially considering the conversion from the U Scream Ice Cream shop. Very modem and warm feel. Absolutely a good place for a date.

Cheese plate is generous and comes with tasty options. We ordered the deviled eggs that were beautifully presented, I just wish they didn't use Dijon mustard to secure them to the plate because it overpowered the other flavors.

The reason I may not be coming back is the wine. The options are nice, but they are way expensive for the size of the pour! It looked to be a four ounce pour for a $15 glass. If it weren't for the Capitol deal package I couldn't come here. Maybe when I start doubling my income I won't mind. But for now I'm going down a block to TJ's to get an entire bottle of wine for the same price.
",3,1/26/2015,"Gaithersburg, MD",False,False
181,Bin 1301 Wine Bar,/user_details?userid=_mct9Muk3vO-4q_6et4WXw,"Thought this place was unmentionable.  Dead atmosphere, bartender with very little personality, nothing interesting on the by the glass list.  Not terrible, not worth a special trip at all.
",3,9/29/2014,"Petworth, Washington, DC",False,False
200,La Jambe,/user_details?userid=FaGNAInxLWLeKRkcqpxILw,"I had the chance to check out La Jambe during happy hour one week and while it's very small and intimate inside, it has such a cute, Parisian feel to it. They have great happy hour wine specials for $5; Rose is delightful. We also did the medium size cheese & charcuterie board, which was decent, but probably a bit too expensive for what you received. Service was cool and prompt and it is a definitely an impressive place to take a date because it is cozy and not too loud. It was pretty dead though the entire time we were there so time will tell how long this place lasts.
",3,1/25/2017,"Alexandria, VA",True,True
209,La Jambe,/user_details?userid=uEWsWCNKTTaQ0dTT-mft8Q,"Most of the seating is at the bar so if your party is larger than 2-3, you may have trouble finding a table. I got there at 6pm on a Wednesday and it was pretty empty but it filled up soon after. 

Pros
The white wine on happy hour is divine and only $5
Extensive wine list 
Wonderful Ambiance
Seasonal cocktails

Con
Baguette bread used for sandwiches and for the bread bowl was a too hard to enjoy 
Limited seating

I ordered two appetizers - the picholines olives and the pork rilettes. The waitress described the rilletes as a spread so I was surprised to find that it was chunky and completely un-spreadable. Taste was bland. The baguette slices were too hard but the crackers paired well with it. Olives were tasty. My friend ordered the noisette sandwich and agreed the baguette was far too hard.
",3,2/16/2017,"Washington, DC",True,True
249,Flight Wine Bar,/user_details?userid=wrx5QHonkd1yxH9qt788QQ,"Flight was very unique in that it's a concept bar focused on flights, and definitely a must go if you are someone who loves wine flights. They have them organized by regions of the world, color, etc. The waiter was also very helpful, informative, and attentive.

However, I was disappointed with the fact that this wine bar does not serve cheese  and charcuterie plates! Rather, the menu is more in line with what you'd find at a white table cloth restaurant (limited descriptions, relatively high price point, etc). The food was delicious, but if you're looking for a traditional wine bar experience with a solid hunk of cheese and some bruschetta and spiced almonds, you're not going to get it here.
",3,10/1/2017,"Washington, DC",False,True
251,Flight Wine Bar,/user_details?userid=JbqIlwW-u65197Chd05tBQ,"A lil' pricey and a bit esoteric with the menu, including items the average person probably has to Google for just about every dish in the limited menu.  Good wine, but I certainly wouldn't bank on this spot for a full dinner.  They were nice enough to bring around a complimentary dish from the chef that they said he was trying out, but the main ingredient was fava beans if I remember correctly, which was pretty bland and not something I think anyone generally goes out thinking, ""oh boy, tonight I'm gonna get me some of those fava beans!"" So they might want to reconsider that one. Honestly I think the menu needs a revision overall, I mean they removed charcuterie and cheese plate from the menu, which is a staple of pretty much any wine bar.
The styling in the bar is nice, and makes me think of spots in Vegas or Miami, and the presentation on the dishes is very nice, but not a replacement for tasty menu choices.
",3,7/3/2017,"Washington, DC",False,True
253,Flight Wine Bar,/user_details?userid=cDm5lJjmz7jW2-XEgMx6xw,"We OpenTabled this at the last minute for a late dinner after a show at Sixth & I.

The ambience was a bit like a ""dated airport lounge"" as one of my compatriots said. At 9 PM on a Saturday night, it felt like a 20 something hangout. Not the worst feeling, but not the best for four 40 somethings.

It is a wine bar, so let's start there. 2/3 of the flight of ""Not your Grandmother's Chardonnay"" was delicious. I love unoaked Burgundy chardonnays so the first on the list was wonderful. To my surprise, the unoaked from Virginia was also great. Now to find it in PA.

The server Sara was sweet and helpful. All smiles and went through the entire menu to find all of the vegetarian options for my wife.

Everything here is a shareable portion. We treated them like tapas. Some more filling than others​. The pork cheeks were my favorite. The burrata a close second.

Truth be told, had we had time to Yelp at 9 PM and actually get into another place, we would have. But then we wouldn't have found good wine and food, even if the decor leaves a bit to be desired. Don't get me wrong, the place was clean (including the bathroom). And we enjoyed our evening. Isn't that what's important?

We probably would have given it four stars had the panna cotta turn out to be  panna cotta.
",3,4/11/2017,"Philadelphia, PA",False,False
278,Flight Wine Bar,/user_details?userid=_V6qMBCSzhwx96FLB3CJRw,"I've been dying to hit this place. The design and concept of their menus and restaurant is awesome! The concept alone made me fall in love with this place; however, it was a short lived lustful fling once I finally made a trip to Flight. Nothing blew my mind, nothing stood out to me and nothing made me really want to come back.

Monday evenings they offer happy hour all night, which is awesome. They have killer meatballs, but other than those two things keep on moving.

Happy hour is offered through out the entire restaurant, which is a huge plus! There is plenty of room to spare and you don't have to sit at a cramped bar to enjoy a drink.
",3,8/3/2015,"Charlotte, NC",False,False
284,Flight Wine Bar,/user_details?userid=_eOSbjzzTWjNKqGQiax-qQ,"I'm not sure how I feel about this wine bar. While it's cute and has a huge array of wines, classified by region, varietal and notes, it is very small. Very, very small. Probably the size of my apartment, small.

Located on 6th street, on the other side of the Verizon Center and next to Corner Bakery, this wine bar is quite unassuming. When you walk in, you actually have to walk through some dark curtains and down the stairs to enter the bar. There are some tables to the right and a bar to the left. The bar is circular and actually seats quite a few people. There are also a few high-top bar tables.

The staff were somewhat knowledgeable but did not impress. I asked a few questions that the bartenders seemed to either not know the answer or appeared to kinda just make something up. Hmmmm. Also note that the wine is served in Bodega glasses, not the wine glasses you're used to seeing.

I went with the sparkling wine flight. I only liked one of the three options. The third option was so sweet, I couldn't finish it. It was really awful. Unfortunately, this was the only sparkling flight, so you are stuck with those abysmal options. The pour also varied greatly depending on the state of the bartender since they freehand the pours. My friend got significantly more than I did for no apparent reason.

We also got one of the cheese plates, the sweet one, which comes with chocolate, nuts and honey. The portion was very small but the price was high. The options were good though. They did also give us some additional crackers for free.

In the end, I felt like I paid a lot of money and wasn't that impressed. Perhaps I just need to give it another chance and try a different flight, since their wine list is very extensive.
",3,3/3/2015,"Washington, DC",False,True
290,Flight Wine Bar,/user_details?userid=VU0XQoR7N70w2IWNvX0iCw,"I can't speak to the food, as the kitchen was closing right as we arrived, but I did like the ambiance of Flight.  Upon walking in, I was immediately impressed with huge wood bar that is the centerpiece of the room. My friends and I saddled up and were immediately greeted with menus and a warm welcome. We all selected different flights, and were given tasting notes on each. I was impressed with the variety and length of the menu.  Each flight is $18, which is steep IMO for what you get, but it's DC, so I guess it's not that exorbitant. 
In addition to the wine flights, they also have bottles and glasses of all sorts of wines at all different price points. Plus, the staff is extremely helpful and knowledgeable if you are wavering between options. 
I look forward to a return trip the next time I am in the area and in need of a cocktail.
",3,1/27/2015,"Springfield, VA",True,False
295,Flight Wine Bar,/user_details?userid=wIRzuNxl0vjRi9rBDsj93w,"I came here because it has been my mission this summer to try every wine bar in DC, so far so good!
The name of his place perfectly describe it. My whole group ordered flights and shared a charcuterie. I like that they have different types of flights and by different regions.  Not my favorite wine bar but if you're feeling more of a ""I want to try several different wines tonight"" then this place is for you but if you know what you want and just want a true wine night... then I would go elsewhere.
",3,9/10/2015,"New York, NY",False,False
299,Flight Wine Bar,/user_details?userid=58yXn5Y4409kc9q88YwU6w,"Warning: If you get a little queasy when you read items like ""steak tartare (aka raw beef)"" and ""duck,"" I'd avoid this place. My wife was all about the menu, but I had a hard time finding anything appealing (except the stuffed acorn squash). In the end, we ordered a cheese plate and wine. The wine was great and they have a large list. The cheese was just average.

I wouldn't go back here. However, their happy hour seemed decent!
",3,7/25/2014,"Washington, DC",False,True
304,Flight Wine Bar,/user_details?userid=cfdCFw_gNdZd7kGc0hYdgA,"I'd consider giving this place 4 stars, despite the slow food arrival, but the wines were disappointing.  

Our server seemed very knowledgeable about wine.  Of the 7 wines we tasted, we really only liked one.  This really surprised us.  I had expected that we'd like several, especially because we consulted with the server.  However, our dinner took ~45 minutes to arrive enough though there were only a few other occupied tables.  Our appetizers (homemade bread and steak sliders) came out quickly however, which was essential because we were famished and needed food to balance the wine flights. 

We had the old world wine flight, which was not great.  The three other wines we ordered, in consultation with our server, were based on the ""defer to the sommelier to create a flight based on your preferred wine profile.""  Despite this, the only wine we liked was a complementary white wine given to us by our server since our meal took so long to arrive.  He also was very kind to comp one dish, as that dish came later than the rest of our (already slow) dinner.


Here is my assessment of what we ordered:
-   Wild mushrooms with Figs, Pancetta - Excellent.  Best thing we ate. These rival Zaytina's mushroom platter.
-   Steak sliders appetizer (2 for $7 during happy hour) - very good.  I am not sure how many you  get with the entree.  but not worth 
-  Fire-roasted Red Pepper Risotto with asparagus - not bad but lacked flavor. 
- Surf and Turf Crostini with Pork Belly and Chopped Scallop. The maple glaze and accompanying arugula salad and with apple vinaigrette were excellent.  I liked the concept of this, but the pork belly was too fatty for me, but others make like it. 
-  Homemade Bread - 2 of the 3 breads are excellent.   The molasses brown bread didn't appeal to us.
",3,6/14/2015,"Washington, DC",False,True
306,Flight Wine Bar,/user_details?userid=m7_iZhF73_jq3BD9wRwNqA,"In my vision of an ideal wine bar, Flight hits on some marks and misses on others. There are generally two things that I like in my wine bars: variety and ambiance.

Flight definitely has a very large wine list and I like the concept of ordering different flights of wines. It gives the drinker the option of trying so many different varietals without having to order glassfuls at a time. Not to say there's anything wrong with drinking a lot of wine, but if you're just looking for a taste, the flight concept works great.

Where I think Flight didn't do it for me was the ambiance. I think I just like my wine bars of the dimly lit and cozy style (similar to Dickson's). Flight leans a bit more to the modernist side and it just didn't present itself as somewhere I'd like to just sit, sip on wines, and enjoy for a while. 

Ambiance isn't a deal breaker though and I'd probably go back to Flight if someone suggested. But not sure if it'd be top of mind of places to go for me.
",3,3/13/2015,"Washington, DC",False,True
312,Flight Wine Bar,/user_details?userid=FpGTJKxIqbYmWkWb9v691A,"I like Flight as an HH option for anyone who wants a glass of wine and good conversation in a more relaxed environment. The food is decent, but a little pricey and not the most memorable.
",3,7/10/2016,"Washington, DC",False,True
315,Flight Wine Bar,/user_details?userid=7GbIIpGAEIhm0GHgmyUHSA,"Flight was a solid choice for decent happy hour pricing and wine selection. Being one of a kind in Chinatown also gives it the upper hand when it comes to the bar selection in that neighborhood. The decor is trendy and I loved the bottle display at the bar. 

Here's where flight fell short for me. I LOVE wine. LOVE it. I'm not a connoisseur by any means but I know what I like and know what service at a wine bar should be. Ours was definitely lacking. We weren't sure who our server actually was which would have been fine had we not needed to practically tackle a server to take our order or refill waters. 

The appetizers are definitely over priced but at $7 a glass for happy hour wines, it kind of evens out. Kind of. When you have a $16 cheese plate on your menu that could generously be described as sparse, the least you could do is serve my wine to me in stemware and not some hipster rocks glass. 

Flight has so much potential but I'd rather pay $9/glass elsewhere for better pours served alongside better food.
",3,10/20/2014,"Providence, RI",False,False
319,Flight Wine Bar,/user_details?userid=YA9Fi09a29WnH7W23sy_zA,"I really wanted to like this place. There's nothing like a wine bar with some great food and a few friends for conversation.
I had the Croatian/Macedonian wine flight, which was interesting and different from more classic choices - I appreciate a little adventure.
However, the food was a bit of a letdown-- a 16 dollar cheese plate should have a reasonable amount of cheese and bread/crackers on it, enough for 2 people to niblle from, or? Well, ours didn't - with 3 small crackers, there wasn't much option but to eat the cheese by itself. 
I'm heading back to old favorite Tel-Veh...
",3,11/12/2014,"Washington, DC",False,True
321,Flight Wine Bar,/user_details?userid=xBLNxu1PQWCggsPpxMkhwA,"If you're looking for a great wine experience only with a plethora of choices from all across the world this is the place for you.  On the plus side, Flight offers an extensive selection of ""flight"" groupings or you can order by the glass or bottle.  It was rather hot outside therefore typically on a hot summer day a cold refreshing white does the trick.  I chose wines from Greece, France, Germany, and Italy and Robert, who was our waiter, was on point when he suggested I order the ""Aromatic Yet Dry Whites"" which included 1 flight from California as well.  On the downside the menu left a lot to be desired.  It literally took me about a half an hour or more to decide what I wanted to eat.  Needless to say, I opted for the Grilled Octopus which was edible; however, I wouldn't order it again.  This was my first time ever experiencing not wanting to order anything from the menu and I should have done just that.
",3,7/12/2016,"Washington, DC",False,True
330,Flight Wine Bar,/user_details?userid=g1Wiy_fIDUmD6J4prj1fcg,"Something about winter puts me in the mood for a glass (or 4) of dark, rich red wine! Ok, it can also be summer! And usually I get a ping of wine-o-ness in the Spring and Fall as well! Fine, I like wine all the time!!!!! This is why I'm glad that Chinatown's overflowing brew-pub scene is being accented by a all- the wine-all-the time location. For those moments you don't want bros and Bud Light, you can have a rousing night that ends in purple stained teeth instead! Flight offers wine by the glass and flights, small bites, unpretentious high-tops for happy hours or just a pre-dinner, post-game date-spot. Moody yet warmly lit, service is fast and friendly. The 100% mark-up on wine is in full affect, but is pleasantly off-set by Happy Hour specials, and some interesting regional wines from the Balkans (Cheaper and fun to try) and Austria (good sparingly options)! You can drive up a big bill pretty fast here, so roll in a group willing to split a bottle or 2, try something new, then hit up your favorite wine store to continue exploring at a more approachable price-point!
",3,2/2/2016,"Washington, DC",False,True
335,Flight Wine Bar,/user_details?userid=Ob9978JYt-6IVI97-ZtQPw,"I have been coming to Flight for years for girls happy hour, Chinatown is convenient, it is a good space for conversation and I have never had anything terrible happen, so it is a very in the middle of the road place for me. As a white wine drinker I feel immensely underwhelmed every time I come in. I know the glasses are tapas in nature but it comes off informal when you don't order food to receive your drink in a short glass verses a stem glass. I will continue to come here when it is convenient but would not go out of my way if other options were available.
",3,5/3/2016,"Washington, DC",False,True
339,Flight Wine Bar,/user_details?userid=oBhQMjrT0zdSLdlybWRA_w,"Cool looking, wanted to love it, but sadly it was just OK.  I was with a group of women but...
I felt that our server wasn't that into us and it wasn't that crowded.I am not sure if she knew her wines as well as I would have hoped, she didn't really bother explaining which wines were what.
The menu was interesting but I would have like some more selection. I had the ""Fish and Chips"" which wasn't bad, but the fries seemed rubbery.  I also would prefer something other than an aoli.
That said, the bread basket was amazing and my friends who eat olives thought they were the best they ever had.
We will come back and try again, they haven't even been open a full month so it should get better!
",3,2/10/2014,"Washington, DC",False,True
340,Flight Wine Bar,/user_details?userid=dZ1P8oPCj1g6pwVsRKmbOg,"(I'd probably give this 3.5 stars, if I could.)  True to the name, the menu's core is a wide range of wine flights.  The very helpful, knowledgeable staff will also help create a flight for you if you don't see one you want or if something you see on the menu isn't available.  I haven't tried much of the food other than a few of their decent appetizers, but the bread basket was very good.  Flight is somewhat dark but it's a very open space, nicely designed with high and low tables and a curving bar.  I look forward to stopping here again.
",3,6/13/2015,"Kuala Lumpur, Malaysia",False,False
342,Flight Wine Bar,/user_details?userid=px4KlNh-56zxR3byv-RP_w,"Nothing special. Really wanted to like it but food was just OK and I never got my second glass of wine! Distracted server. Underwhelming.
",3,9/24/2016,"Silver Spring, MD",False,True
360,Flight Wine Bar,/user_details?userid=_b4o5GSnlina0UwanDPhBg,"Disclaimer: my opinion of this place has been tainted by an awful date I recently had here. 

Had an 8 o'clock reservation and we were seated at a high top table near the window. The ambiance was nice and decor was interesting. Not able to endure my date's obnoxious comments and laugh much longer, I needed a drink. STAT. I ordered the Balkan flight, which I liked. I think there were 3 flight choices of reds and a few whites as well. We shared the bread basket and savory cheese plate. Both of which were good (but maybe a bit pricey). The bread basket came with 3 or 4 different types of bread and was a sufficient size to be shared. We never ordered entrees because I just needed to get out of there ASAP. I will definitely be returning to get the real scoop on Flight, hopefully with some better company.
",3,5/21/2014,"San Diego, CA",False,False
385,Flight Wine Bar,/user_details?userid=_yUEAqrtaCM-A9EjzU0d8A,"Pricey wine bar, not a lot of options for food, very easy to spend a lot of money fast.  Yes the wine list is very extensive but they didn't have the few things I asked for so then the very knowledgeable bartender brings you something similar but I cannot read the info about it.  Was a little too much like work for me.  Prefer a more affordable location.
",3,10/10/2014,"Montgomery, MD",False,False
388,Flight Wine Bar,/user_details?userid=jm-6r0EWBS_nidHO_Yh1JQ,"Much needed bar in Chinatown. The interior decor is very nice and welcoming. The wine selection is good but there are no ""flights"" as the name suggests.I would have given 5 stars (good wine options that would meet any budget) if not for the terrible service at the bar and the bar tender in general. Note to the bar tender: no one wants to see your boxers. When someone asks you for a suggestion, they mean it.  Talk to your patrons a bit more and manage your tasks better. Go to Veritas , Vinoteca, or Grape & Bean and learn how it's done.. 

I will return again to try the food more thoroughly and will update the review again.
",3,1/27/2014,"Mount Vernon Square, Washington, DC",False,False
390,Flight Wine Bar,/user_details?userid=U9u_PfQm-ovEwYRwNX16BA,"This is a good option for a low key drink in the area, because although there a bunch of cool restaurants and bars in the Chinatown area, I wouldn't say this niche has quite been hit - a place where you want to go and actually have a seat and be able to have a conversation with a drink. We sat at the bar and while they serve food, we only had drinks. It looks like they have tons of great wine options (obvs) and I like that they had a bunch of different options for wine flights. Unfortunately, we just didn't love the wine flight of the day or week that the bartender recommended. It just was TOO dry for our liking and for all 3 of the wines that were included. I could've done maybe 1 that was super dry, but it was just too tart to sip on for the whole time. And I'm actually quite a big red wine drinker. But oh well, you win some, you lose some. It was pretty quiet when we strolled in there around 10:30 or 11 pm on a Saturday night, but if you're looking for a good bar, that's not the hipster divey scene of the passenger and surrounding bars, or the indulgence of the Columbia room, or a full-out restaurant that has died down by this time of night, like Jaleo, Zaytinya, etc. - I could recommend Flight.
",3,4/14/2014,"Boston, MA",True,False
391,Flight Wine Bar,/user_details?userid=FZjsSjNncG-9WX7xAHGT7Q,"Definitely a cool bar; pretty dark and good for a date. The bar area is about as big as the rest of the restaurant. Definitely a cool vibe and it was very busy on the Saturday night when we went. We did get one of the wine flights offered. They had two the Saturday night I went; I would have thought they would have more since the name of the place is called FLGIHT. The flight my friend and I tried was good, but not great. I did appreciate the fact that they have a late night happy hour and I did enjoy the wine that was served then. I think I would go back for the late night HH, but not otherwise. It is a cool place though - definitely worth checking out.
",3,2/20/2014,"Raleigh, NC",False,False
406,Flight Wine Bar,/user_details?userid=ls2ZWd5jg7LNSCJBzw76Jw,"Arrived on a Saturday night without a reservation.  The manager was very accommodating and we were able to get a table in less than ten minutes.  Wine selection was extensive and excellent.  Food was top notch - highly recommend the sliders.

One area Flight needs to work on is the attentiveness of the wait staff.  It took too long to get our drinks and we had to ask for our waitress twice.  Had she been more attentive, we probably would have ordered one or two more rounds.

Definitely willing to stop back again.
",3,4/19/2015,"McKees Rocks, PA",False,False
408,Flight Wine Bar,/user_details?userid=19fYRCKdFZGnffdloy4baA,"We really enjoyed the atmosphere but not the service.  Where are the wine glasses?  Using barware for flights and full glasses of wine was confusing and disappointing.  The food menu is limited and we didn't actually enjoy the wine. Bathrooms are in a hallway in the back of the restaurant, basically in the office building and not the restaurant.  The food was tasty but portions very limited.  Do not go there hungry unless you have a big wallet. We think happy hour may be your best option.  Dinner and drinks for three was $130.
",3,10/11/2014,"Bristow, VA",False,False
412,Flight Wine Bar,/user_details?userid=xQ9fDpVRcK7blxwJ1pkI6A,"The food was unique and delicious, but the portions and the pours were a disappointment.  I don't mind paying a higher price for a higher quality dining experience, but the appetizer and desert portions were laughable.  We paid $16 dollars for a scarce cheese plate, and $8 for a bread pudding dessert that was maybe the size of a quarter slice of bread (1.5 bites each for my date and I).  Granted, it was a delicious bite, but when I have to take my date somewhere for second dinner after dropping $150 on a dinner bill, it just isn't worth it.  

My advice, come here for the happy hour specials and get dinner elsewhere.
",3,1/20/2015,"Falls Church, VA",False,True
420,Flight Wine Bar,/user_details?userid=XAsjUe2bM6HI6yglGZdE0g,"This place is significantly smaller than I thought. The wine itself isn't terrible, but nothing to really write home about. Also I agree with alot of the other yelpers here, if you are a wine bar, you should really put an effort into using actual wine glasses. The wine cannot breathe properly. They don't have to have stems, but I find it off putting to drink out of a normal water glass. 
The Happy Hour prices are OK, $7 for a only two selections of wine? One white and one red. But the Happy Hour prices for the beer list, there were 4 options. I would highly recommend a change and have two white and two reds as options. 
The food was OK. I know it's only been 3 weeks so they are working out the kinks. I will return when things have settled down and maybe they invest in real wine glasses. 

The staff was very friendly though, so it makes me want to come back and give this place another chance.
",3,2/12/2014,"Washington, DC",False,True
