,Unnamed: 0,Unnamed: 0.1,date,location,rest_name,review,stars,username
10,10.0,,2014-11-12,"Washington, DC",Flight Wine Bar,"I really wanted to like this place. There's nothing like a wine bar with some great food and a few friends for conversation.
I had the Croatian/Macedonian wine flight, which was interesting and different from more classic choices - I appreciate a little adventure.
However, the food was a bit of a letdown-- a 16 dollar cheese plate should have a reasonable amount of cheese and bread/crackers on it, enough for 2 people to niblle from, or? Well, ours didn't - with 3 small crackers, there wasn't much option but to eat the cheese by itself. 
I'm heading back to old favorite Tel-Veh...
",3.0,/user_details?userid=YA9Fi09a29WnH7W23sy_zA
11,11.0,,2014-07-31,"Silver Spring, MD",Flight Wine Bar,"I came here for my friend's farewell party and I really enjoyed myself. Their happy hour is pretty good, but I think the flights are really good deals. $18 to try 3 different wines works for me! I tried the happy hour white wine & the rose flight. Both were very good and the descriptions were spot on, so no flavor surprises. Someone in my group had ordered the cheese board and a bread basket. Both were very good and complemented the wine perfectly. Will definitely have to come again some time!
",4.0,/user_details?userid=xBLNxu1PQWCggsPpxMkhwA
12,12.0,,2015-01-15,"Washington, DC",Flight Wine Bar,"I have only been here once and I must say that I really like this place. It is a bit low key and the interior is still new and astounding. 

I got here a bit early - 4:50 PM and they still let us in to drink for happy hour. I tried the white and red during the time (cannot remember the name), but I liked both of them. The pours were not stingy at all.

I would say the best part of this place is the atmosphere and the server. Whoever our server was was extremely knowledgeable about wines and really impressed me. I think this place is really a place to try new wines and to really understand, which wine you have been missing. If you like just Merlot, Cabernet Sauvignon, etc., then you really need to try this place to open a whole new world to your pallette. 

I really want to try this place again, but have not found the group or time to go.
",4.0,/user_details?userid=Sh_vUlHHY2Kuj14eF8NYZQ
13,13.0,,2015-01-15,"Washington, DC",Flight Wine Bar,"Flight is very easy to miss amid the hustle and bustle of the busy Chinatown area. It's a non-descript storefront restaurant located right next to Corner Bistro. Inside, it's a chic but cozy atmosphere; perfect for a first date or an evening with friends. 

I came for a wine tasting with my alumni group. All of the staff were so welcoming and went out of their way to accommodate us. I arrived very late because there was a Caps game going on and parking was almost non-existent. By the time I arrived, most of the food was gone but one of the staff members (I did not catch her name, but she was a tall, thin white woman, about 30 or so, with dark hair and a very pleasant demeanor) explained to me that they were in the middle of dinner service, but that she would go to the kitchen and see what she could bring for me. She came back several times with sweets and treats for me, and made sure that I didn't feel left out of the festivities. This was not required of her by any means (not to mention the restaurant was pretty busy) and I was really appreciative of her phenomenal service.

I love wine, but the bottles are only part of the allure. The food is delicious. The zucchini fritters are to DIE for... and I'm not even a vegetarian. I could eat at least a dozen of those things. Amazing. I also had some kind of chocolate truffle ball that was absolutely divine paired with a Syrah blend. I missed the charcuterie and the duck sliders, but I was told that they were both amazing. I would definitely come back on my own. There was an Austrian white wine that we sampled that I think warrants further, more in-depth ""research"".
",4.0,/user_details?userid=sll1FI37yicsehZtqMR_4A
14,14.0,,2016-07-12,"Washington, DC",Flight Wine Bar,"If you're looking for a great wine experience only with a plethora of choices from all across the world this is the place for you.  On the plus side, Flight offers an extensive selection of ""flight"" groupings or you can order by the glass or bottle.  It was rather hot outside therefore typically on a hot summer day a cold refreshing white does the trick.  I chose wines from Greece, France, Germany, and Italy and Robert, who was our waiter, was on point when he suggested I order the ""Aromatic Yet Dry Whites"" which included 1 flight from California as well.  On the downside the menu left a lot to be desired.  It literally took me about a half an hour or more to decide what I wanted to eat.  Needless to say, I opted for the Grilled Octopus which was edible; however, I wouldn't order it again.  This was my first time ever experiencing not wanting to order anything from the menu and I should have done just that.
",3.0,/user_details?userid=L7HlPxvB9wJ08MpFECmJRw
15,15.0,,2016-07-19,"Honolulu, HI",Flight Wine Bar,"Great, out of the ordinary, wine list. Kabir was very helpful in recommending wines that perfectly complemented our meal. Good wines that I had never heard of before.
More of a wine bar than a restaurant, which was good with me since I'd rather order a bunch of small plates than an entree. Probably not the place for you if you like a big meal.
Could use at least one more server. They were attentive and hustled...but seemed understaffed. In fairness they did comment that they were exceptionally busy for a week night.
Will be back for sure.
",5.0,/user_details?userid=cT9zjYtJRhFyfNIo7GdkXA
16,16.0,,2016-04-04,"Arlington, VA",Flight Wine Bar,"It's fairly well known that if you tell me there's wine, I'm down. Flight not only has wine, but lots of it! Plus, a really visually cool bar area. Add those things to the company of a good friend, and I have myself a fantastic night! 
We were able to get some of the few remaining bar seats and right away a bartender brought over water and menus for us to look at. The flight list has so many great and interesting options that it was hard to choose! We must have spent a solid fifteen minutes just reading through all the options and descriptions. I believe my friend ordered the New World Whites, and I chose the Star Spangled Banner collection of domestic wines. The Viognier was fruity but not too sweet, the Pinot Noir was so smooth and the Syrah blend was bold! I really enjoyed the wide range they managed to fit into three glasses. And I appreciated the little cards detailing the specifics of each wine so we didn't have to keep going back to the menu. 
We also ordered a couple selections of the charcuterie. The prosciutto, another meat and the Caciocavallo cheese, which literally translates to Cheese Horse, so, how could we not choose that one, you know?
We ended up not eating here because it seemed pretty pricey. But other than that, the only minus I would give flight is that I think it's weird to serve the wine in those bodega glasses. I don't really know why I feel that way, it's just not my favorite.
",4.0,/user_details?userid=-V7frksbFjKQYVhrPnnlPw
17,17.0,,2014-07-15,"Lake Terrace, New Orleans, LA",Flight Wine Bar,"Came here with my gf before meeting a couple friends for dinner.  The actual setting of the place is very cool.  The bar is stone and wraps around a central pillar.  Their major selling point are the flights of wine.  We got a flight of Spanish wines and were able to distinguish what was said in the descriptions.  The bartender was also knowledgeable about the wines and not at all pushy about them.  We thoroughly enjoyed our experience.

Just a wee bit pricey ($18 for three small samples), but the wine was very good.
",4.0,/user_details?userid=FP6fQCPMqLQrlF-2Phe9ig
18,18.0,,2016-06-25,"Washington, DC",Flight Wine Bar,"Kitchen totally closed at 10pm on a Saturday nite with not even a cracker or nuts to be had with last call & reaking of bleach from clean-up crew, so much for an aromatic nose. Fair selection of wines left open/available for a flight but will have to try again when it is actually OPEN and not just barely. 
However their sanitizing process is impressive& will definitely return!!
",2.0,/user_details?userid=20OpWdNHAsESRlXdUaUJ8Q
19,19.0,,2016-06-25,"Clarksburg, MD",Flight Wine Bar,"Great service and great wine! Definitely do a flight and once you choose the glass you like- you can buy the bottle! We loved it here and will definitely be coming back.
",5.0,/user_details?userid=3Pv1XiwlnioVtsZRrBHQ5w
0,,,2017-07-19,"McKinney, TX",Flight Wine Bar,"What a great spot we came across while vacationing in D.C. We were looking for a wine bar, and I had this one bookmarked from when I was looking at places to check out while on vacation. 

It was kind of empty when we arrived, but we still opted to sit at the bar. We had two women helping us which was nice because you never felt ignored. My girlfriend and I both ordered a wine flight, and we shared. I got the Sparkling Trio. They switched out one of the sparkling wines because I said I liked more of a dry wine. I kind of wish I would have stayed with what the original wine because the one they switched it to wasn't that good in my opinion. The others were delightful though. 

This was a nice and fun environment. We decided not to order food here because we looked at some of the small plates and appetizers they had to offer, and nothing really stood out. We also saw them deliver some food to other patrons, and it was not our cup of tea. Still, the people who ordered their food seemed to like it so there's that. 

All in all, I would come back to this place if I was ever in town again.
",4.0,/user_details?userid=dOYJX2FBw5FXDBwXZZoq7A
1,,,2017-10-01,"Washington, DC",Flight Wine Bar,"Flight was very unique in that it's a concept bar focused on flights, and definitely a must go if you are someone who loves wine flights. They have them organized by regions of the world, color, etc. The waiter was also very helpful, informative, and attentive.

However, I was disappointed with the fact that this wine bar does not serve cheese  and charcuterie plates! Rather, the menu is more in line with what you'd find at a white table cloth restaurant (limited descriptions, relatively high price point, etc). The food was delicious, but if you're looking for a traditional wine bar experience with a solid hunk of cheese and some bruschetta and spiced almonds, you're not going to get it here.
",3.0,/user_details?userid=wrx5QHonkd1yxH9qt788QQ
2,,,2017-07-12,"McKinney, TX",Flight Wine Bar,"We actually stopped here for wine and a meat and cheese tray, but turns out they had revamped their menu and didn't offer that any longer. 

The wine list is absolutely overwhelming, but the bartenders are extremely knowledgeable and helped us navigate it. I had a German flight and my girlfriend had the sparkling flight and all six wines were good. The prices were pretty reasonable for the area. 

We tried to go back a few days later, but even though Yelp said they were open, they were most definitely closed. Oddly their website just has opening times so I'm not really sure how much we missed them by.
",4.0,/user_details?userid=XJO69MCvhQNZTmyQbq5HwA
3,,,2017-07-03,"Washington, DC",Flight Wine Bar,"A lil' pricey and a bit esoteric with the menu, including items the average person probably has to Google for just about every dish in the limited menu.  Good wine, but I certainly wouldn't bank on this spot for a full dinner.  They were nice enough to bring around a complimentary dish from the chef that they said he was trying out, but the main ingredient was fava beans if I remember correctly, which was pretty bland and not something I think anyone generally goes out thinking, ""oh boy, tonight I'm gonna get me some of those fava beans!"" So they might want to reconsider that one. Honestly I think the menu needs a revision overall, I mean they removed charcuterie and cheese plate from the menu, which is a staple of pretty much any wine bar.
The styling in the bar is nice, and makes me think of spots in Vegas or Miami, and the presentation on the dishes is very nice, but not a replacement for tasty menu choices.
",3.0,/user_details?userid=JbqIlwW-u65197Chd05tBQ
4,,,2017-05-13,"Washington, DC",Flight Wine Bar,"I came to Flight for a date night dinner with my significant other and loved the calm, romantic ambiance. The decor is full of natural wood-tones and metalic details. 

I was impressed with all the detail and care that went into creating the flights, all of which were based either type of wine, location, year, such as ""Old World Whites"" or ""Italian Reds"". We shared two different wine flights, and our server told us all about each wine in extreme detail. The level of information she had made the experience feel all the more fancy.

The plates are all quite small, but the flavors were huge! We shared the charcuterie plate, the pappardelle, and the octopus. The charcuterie and cheese plate was on the small side for the price, but the meats were tasty. I looooved the octopus, it had just the right amount of give when you bite into it, not rubbery at all. The pappardelle was delicious but gone in just a couple bites. 

The prices are a little high to order as much food as one might need to feel like the had a full dinner, but definitely a wonderful spot to enjoy some wine and a nibble or two.
",4.0,/user_details?userid=uJS2StuC1c60-GvysgRIJw
5,,,2017-04-11,"Philadelphia, PA",Flight Wine Bar,"We OpenTabled this at the last minute for a late dinner after a show at Sixth & I.

The ambience was a bit like a ""dated airport lounge"" as one of my compatriots said. At 9 PM on a Saturday night, it felt like a 20 something hangout. Not the worst feeling, but not the best for four 40 somethings.

It is a wine bar, so let's start there. 2/3 of the flight of ""Not your Grandmother's Chardonnay"" was delicious. I love unoaked Burgundy chardonnays so the first on the list was wonderful. To my surprise, the unoaked from Virginia was also great. Now to find it in PA.

The server Sara was sweet and helpful. All smiles and went through the entire menu to find all of the vegetarian options for my wife.

Everything here is a shareable portion. We treated them like tapas. Some more filling than others​. The pork cheeks were my favorite. The burrata a close second.

Truth be told, had we had time to Yelp at 9 PM and actually get into another place, we would have. But then we wouldn't have found good wine and food, even if the decor leaves a bit to be desired. Don't get me wrong, the place was clean (including the bathroom). And we enjoyed our evening. Isn't that what's important?

We probably would have given it four stars had the panna cotta turn out to be  panna cotta.
",3.0,/user_details?userid=cDm5lJjmz7jW2-XEgMx6xw
6,,,2016-10-15,"Silver Spring, MD",Flight Wine Bar,"Great place to sample a HUGE amount of wine. Pricey, but of course it's for getting a great selection of wine. The bartender who served us took the time to explain each wine that we were interested in drinking, and for the 3 for $18 deal that we ended up getting, she explained each one - meaning taste, year, history, and where it came from.

Great wine spot and date spot too. Ambiance was very nice. 

Please go here if you are into wine.
",4.0,/user_details?userid=1Nrbn3COjv7bHYYkGtY8bw
7,,,2016-12-13,"Washington, DC",Flight Wine Bar,"Flight is a small wine bar in the chinatown area. Just far enough off the 7th street mayhem, Flight is an intimate spot perfect for catching up with girlfriends or date night. 

My roommates and I were looking to try a bar in the chinatown neighborhood and ruled out that Flight was the one place all three of us had never been. We arrived on a chilly Friday evening and were warmly greeted by Fiona our bartender. She took care of us explaining the drink menu in detail and helped us choose some great flights. When our wine arrived she took the time to explain each glass (9 glasses between the three of us) and told us it's origin and so forth. 

We ordered the Virginia flight, the sauvignon blanc flight and the Spanish reds flight. As a huge fan of sauvignon blanc, I wasn't a huge fan of this flight as all of the wines were infused with other things - not just sauvignon blanc. This seemed odd considering it was the ""sauvignon blanc"" flight but good to know for next time...

The clear winner of the night was definitely my roommate's spanish reds flight. She was obsessed and I definitely look forward to trying that one out next time! 

Even though I live in Penn Quarter, I never felt the urge to go into Flight because of the blacked out windows. I think if they allowed you to see in, more people would feel invited to come into the bar's cozy atmosphere. All in all, I look forward to making Flight my new spot for cozy low-key evenings!
",4.0,/user_details?userid=LII6VfhAvxtGcjZooiIkDQ
8,,,2017-03-13,"Denver, CO",Flight Wine Bar,"I went here on Friday with a few girl friends and we had the most awkward experience. The wine was good but our waitress was horrible. 

My girlfriend really doesn't like wine so she wanted to get a vodka drink and the waitress knew nothing about vodka and kept repeating - well I want to make sure you understand how much the vodka costs?- it was as if she didn't think we could afford it which was super appalling. And then on top of that, she wouldn't mix her soda water with the vodka so she kept bringing her vodka in one glass, ice cubes in another and then soda water in another. At one point, we noticed that she had 6 glasses. I've never seen anything like this. I understand that this place is a wine bar but she also didn't seem as if she knew what red wine is considered dry? I'm not sure if she was new or what but it didn't seem like a very challenging question. I won't be going back here anytime soon. 

Spend your money elsewhere with better waitresses!
",1.0,/user_details?userid=jS_VvNOjUlmZBuXoUAW3og
9,,,2017-09-03,"Washington, DC",Flight Wine Bar,"A friend of mine first introduced me to this place and I've been back a few times now. The wine list is extensive, decently priced, and there is something for everyone. They have a good selection of wine flights too. The place itself gets neither too loud nor too crowded, even on a Friday or Saturday night, which is particularly nice if you want to relax and enjoy a good conversation. The only negative is that the food leaves something to be desired. The portions are small, overly priced, and the menu itself is not intuitive. Other than that, great wine bar and I definitely plan to be back in the near future.
",4.0,/user_details?userid=7lp9ebDdQVON-7jxCLYnEA
10,,,2016-12-09,"Baltimore, MD",Flight Wine Bar,"I met a friend here before a movie and was glad I did. I have been meaning to stop by and try Flight for quite awhile. It is a cute place down a set of stairs with a large ""C"" shaped bar in the back. There are quite a few small tables and a handful of larger ones.
The wine list is extensive and has some tastes for everyone. I didn't try the flights, but the server was very knowledgeable about the wines I asked about. The menu is inline with the theme. I took advantage of happy hour and ordered a cheese and meat plate. You choose which meats and cheeses you would like. And it was delicious! Even the little extras they add to the plate go perfectly with the cheeses. OMG the honey. I am not sure why, but the honey they buy from some Pennsylvania Amish is the best I have ever tasted.
",4.0,/user_details?userid=NTpUP8h2RRA1PeDZ9uMWNQ
11,,,2017-08-19,"Washington, DC",Flight Wine Bar,"This is one of my absolute favorite wine bars in DC. The owner & his wife are exceptionally knowledgeable about wine and will create you a custom wine flight based off your preferences. I went last night and they were so accommodating, and gave us several free tastings of wine. They said they would switch out any wine in our flights if we didn't like it. Cannot recommend Flight enough. Check it out!
",5.0,/user_details?userid=KYzG6ey4vmQ_mMk00ydHAQ
12,,,2017-03-23,"New York, NY",Flight Wine Bar,"Pasta to die for. Or at least make the trip out from pasta Mecca of NYC to DC for. 

Sea urchin lemon pasta was shockingly good. Noodles had the perfect bite with a hint of lemon...I could eat this every day for the rest of the year. 

Hazelnut paparadelle was rich, flavorful and a completely different kind of taste....I'm not as partial to heavier pastas but this was still Andrew Carmellini-levels of delicious. 

Finished with the Zabaglione, a divine fluffy citrous soup. Almost like if a melted creamsickle found a higher calling, marrying an italian meringue and two perfect little grapefruit wedges. I don't know. I miss Flight and can't wait to come back. I don't even drink.
",5.0,/user_details?userid=kKTcYPz47sCDH1_ylnE4ZQ
13,,,2016-02-08,"Washington, DC",Flight Wine Bar,"Decent service and food.  It gets PACKED on weekend nights. I recently visited with my fiancé and I ordered a rose wine and he ordered a beer.  I also ordered the octopus appetizer, which was decent. They don't have a very big menu with very many choices.

The wine bar is located behind the Verizon Center near the corner of H & 6th St.  They have a really interesting bar area and I'd probably visit again for drinks (but not food).
",4.0,/user_details?userid=YIPN4ep5Sf6grblCdcAeVQ
14,,,2016-11-17,"Washington, DC",Flight Wine Bar,"Loved this place I came back. They have great wine flights that are at a reasonable price. The food menu isnt extensive so if you're looking for a big dinner this isn't the place. BUT what they do have is amazing charcuterie and cheese boards. My friend and I ordered the pasta with wild boar in it - literally best pasta I've had in the states. It's small so I would come early, but I've never had a problem getting a table or a seat at the bar.
",4.0,/user_details?userid=ux8oH7TvcbSUGdrbC5c8tA
15,,,2016-11-08,"Medford, MA",Flight Wine Bar,"In my dreams this it the restaurant/bar I would love to open in Boston. I can only comment on the bar, we came for an after dinner drink. The flights are reasonable with a full glass of wine between three samples. My niece learned a lot here about what she likes and does not like in wine.

Were I not from Boston I would come back for the restaurant experience but can not do all things in one trip so I will just have to come back to DC!! Sexy, low key and just lovely!!! Thrilled we found this place by chance!
",4.0,/user_details?userid=DxhQiEgLB_PNi69Lt6nHKQ
16,,,2016-01-28,"Frankfurt, Germany",Flight Wine Bar,"After getting the evening started at Poste, we moved our group of girls over to Flight.

I had never been here before, but found the place quite to my liking right from the start. 
Their rustic decor creates a nice and warm atmosphere that literally invites you to hang out there for a longer period of time.

We were able to snatch a long table on the right side and decided to order a few dishes to share since everyone was hungry.

Here is what we decided to get:
- Warm Spiced Olives 
- Tagliolini Con Tartufo
- Mushroom Toast
- Cheese & Charcuterie board for 5 with smoked speck, salami cured with fennel and Sangiovese, prosciutto, Beemster gouda and Bayley Hazen blue cheese

All food options were great, but my favorites were the pasta and the blue cheese.

For wines, we had a hard time deciding since their wine menu is massive.
Eventually, we paired together in 2s and each pair ordered a couple of flights. 
My girl and I went with the ""Old World Whites"" and the ""Balkan Reds"".
All wines were lovely, but I think I enjoyed the whites a bit more than the reds.

All in all, I had a lovely experience here and I can't wait to come back during my next visit to D.C.
",4.0,/user_details?userid=DVvwleG6wArbOn4xc882Ag
17,,,2016-01-18,"Edmond, OK",Flight Wine Bar,"YummmMMmmmyyyyy! 

Excellent atmosphere, attentive and prompt service and most importantly yummy food!

My two friends and I showed up for happy hour. The happy hour menu was surprisingly lush. There were several food options as well as beer and wine offered. I can't remember if there were any mixed drink option, I have selective attention to beer and wine only. 

The prices for happy hour were very reasonable. Browsing the normal menu, I don't know that I would visit, just due to my very limited budget and frugality habits. The happy hour was very pleasing though. I had the butternug squash fritters, which were a little mushy on the inside (as expected) and crispy and well seasoned on the outside (yummerz for sure). I also sampled the meatball happy hour plate which came with two decently sized meatballs, doused in sauce with a hefty garlic bread portion on the side. Veryyyy delish. The meatballs were moist and seasoned well. Cooked to perfection. 

I would go back again when I'm in town, for the happy hour menu for sure!
",4.0,/user_details?userid=-ULo-7m_zks5uY4GERMgjQ
18,,,2016-06-11,"Washington, DC",Flight Wine Bar,"Drinks - 5 stars
Layout/Decor - 3 stars

Downtown DC needs more wine bars.  Don't get me wrong, I love Proof, but the bill can really add up sometimes, so it's nice to have a good, less expensive option nearby  Having said that, Flight is sort of an odd space; the curved bar with seats for 16 is interesting, with what appears to be a tree growing behind it, but the rest of it is a bit drab.   

But you're not really here for that are you?  You're here for the wine, and I'm here to tell you that it's worth the visit for their thoughtful and interesting selection.  Bored of Bordeaux?  Tired of Tempranillo?  Flight has unusual, inexpensive, and often overlooked grape varietals such a Serbian Prokupac, Hungarian Kekfrankos, and Georgian Rkatsiteli.  And since this is Flight, they of course serve flights of wine with choices such as the Ottoman Empire (whites from Greece, Slovenia, and Georgia) and Austro-Hungarian Empire (a mix of white and rosés from the aforementioned countries).  

The glassware is short and boxy, and pours are available in half and full pours.  No cocktails, but they offer liquor and four draft beers with another nine beers and ciders in bottles and cans, including Stillwater Stateside Saison and Evolution Lucky No. 7 Porter.  The food menu is short and skews Italian (charcuterie, cheese, and sausage for apps, and linguine with sardines and wild boar oso buco for mains).
",4.0,/user_details?userid=sR72w7OPUh1xJ0FLhQgfRQ
19,,,2017-06-25,"Dorchester, MA",Flight Wine Bar,"I had an amazing time the muscat was amazing!!! Our waitress Jessica was so helpful, she's so knowledgeable of the wine menu.
",5.0,/user_details?userid=3Pv1XiwlnioVtsZRrBHQ5w
